variant,N,P,imb,delta,rep,seconds,rc
parpseq,150000,2,45,0,1,0.012978,0
parpseq,150000,2,45,0,2,0.012774,0
parpseq,150000,2,45,0,3,0.012610,0
parpseq,150000,2,50,0,1,0.012717,0
parpseq,150000,2,50,0,2,0.012658,0
parpseq,150000,2,50,0,3,0.012675,0
parpseq,150000,2,55,0,1,0.013019,0
parpseq,150000,2,55,0,2,0.012478,0
parpseq,150000,2,55,0,3,0.012588,0
parpseq,150000,2,60,0,1,0.012856,0
parpseq,150000,2,60,0,2,0.012633,0
parpseq,150000,2,60,0,3,0.012539,0
parpseq,150000,2,65,0,1,0.012678,0
parpseq,150000,2,65,0,2,0.012607,0
parpseq,150000,2,65,0,3,0.012537,0
parpseq,150000,2,70,0,1,0.012795,0
parpseq,150000,2,70,0,2,0.012576,0
parpseq,150000,2,70,0,3,0.012670,0
parpseq,150000,2,75,0,1,0.012738,0
parpseq,150000,2,75,0,2,0.012405,0
parpseq,150000,2,75,0,3,0.012403,0
parpseq,150000,2,80,0,1,0.013527,0
parpseq,150000,2,80,0,2,0.012744,0
parpseq,150000,2,80,0,3,0.012819,0
parpseq,150000,2,85,0,1,0.012760,0
parpseq,150000,2,85,0,2,0.012910,0
parpseq,150000,2,85,0,3,0.012511,0
parpseq,150000,2,90,0,1,0.013064,0
parpseq,150000,2,90,0,2,0.013267,0
parpseq,150000,2,90,0,3,0.012609,0
parpseq,150000,2,95,0,1,0.012958,0
parpseq,150000,2,95,0,2,0.012543,0
parpseq,150000,2,95,0,3,0.012708,0
parpseq,150000,2,100,0,1,0.034928,0
parpseq,150000,2,100,0,2,0.034170,0
parpseq,150000,2,100,0,3,0.034429,0
parpseq,150000,4,0,0,1,0.012718,0
parpseq,150000,4,0,0,2,0.012802,0
parpseq,150000,4,0,0,3,0.012704,0
parpseq,150000,4,5,0,1,0.012938,0
parpseq,150000,4,5,0,2,0.012627,0
parpseq,150000,4,5,0,3,0.012446,0
parpseq,150000,4,10,0,1,0.012771,0
parpseq,150000,4,10,0,2,0.012650,0
parpseq,150000,4,10,0,3,0.012353,0
parpseq,150000,4,15,0,1,0.012890,0
parpseq,150000,4,15,0,2,0.012645,0
parpseq,150000,4,15,0,3,0.012502,0
parpseq,150000,4,20,0,1,0.012671,0
parpseq,150000,4,20,0,2,0.012598,0
parpseq,150000,4,20,0,3,0.012695,0
parpseq,150000,4,25,0,1,0.012798,0
parpseq,150000,4,25,0,2,0.012385,0
parpseq,150000,4,25,0,3,0.012514,0
parpseq,150000,4,30,0,1,0.012833,0
parpseq,150000,4,30,0,2,0.012656,0
parpseq,150000,4,30,0,3,0.012216,0
parpseq,150000,4,35,0,1,0.012915,0
parpseq,150000,4,35,0,2,0.012546,0
parpseq,150000,4,35,0,3,0.012643,0
parpseq,150000,4,40,0,1,0.012880,0
parpseq,150000,4,40,0,2,0.013013,0
parpseq,150000,4,40,0,3,0.012572,0
parpseq,150000,4,45,0,1,0.012718,0
parpseq,150000,4,45,0,2,0.012483,0
parpseq,150000,4,45,0,3,0.012672,0
parpseq,150000,4,50,0,1,0.012886,0
parpseq,150000,4,50,0,2,0.012876,0
parpseq,150000,4,50,0,3,0.012599,0
parpseq,150000,4,55,0,1,0.012856,0
parpseq,150000,4,55,0,2,0.012509,0
parpseq,150000,4,55,0,3,0.012456,0
parpseq,150000,4,60,0,1,0.012979,0
parpseq,150000,4,60,0,2,0.012792,0
parpseq,150000,4,60,0,3,0.012778,0
parpseq,150000,4,65,0,1,0.012658,0
parpseq,150000,4,65,0,2,0.012717,0
parpseq,150000,4,65,0,3,0.012772,0
parpseq,150000,4,70,0,1,0.012723,0
parpseq,150000,4,70,0,2,0.012400,0
parpseq,150000,4,70,0,3,0.012350,0
parpseq,150000,4,75,0,1,0.012740,0
parpseq,150000,4,75,0,2,0.012447,0
parpseq,150000,4,75,0,3,0.012688,0
parpseq,150000,4,80,0,1,0.012797,0
parpseq,150000,4,80,0,2,0.012462,0
parpseq,150000,4,80,0,3,0.012599,0
parpseq,150000,4,85,0,1,0.012728,0
parpseq,150000,4,85,0,2,0.012487,0
parpseq,150000,4,85,0,3,0.012615,0
parpseq,150000,4,90,0,1,0.012966,0
parpseq,150000,4,90,0,2,0.012504,0
parpseq,150000,4,90,0,3,0.012652,0
parpseq,150000,4,95,0,1,0.012654,0
parpseq,150000,4,95,0,2,0.012623,0
parpseq,150000,4,95,0,3,0.012666,0
parpseq,150000,4,100,0,1,0.087391,0
parpseq,150000,4,100,0,2,0.076963,0
parpseq,150000,4,100,0,3,0.077900,0
parpseq,150000,8,0,0,1,0.012925,0
parpseq,150000,8,0,0,2,0.012636,0
parpseq,150000,8,0,0,3,0.012488,0
parpseq,150000,8,5,0,1,0.012968,0
parpseq,150000,8,5,0,2,0.012550,0
parpseq,150000,8,5,0,3,0.012707,0
parpseq,150000,8,10,0,1,0.012987,0
parpseq,150000,8,10,0,2,0.012488,0
parpseq,150000,8,10,0,3,0.012514,0
parpseq,150000,8,15,0,1,0.012544,0
parpseq,150000,8,15,0,2,0.012499,0
parpseq,150000,8,15,0,3,0.012514,0
parpseq,150000,8,20,0,1,0.012800,0
parpseq,150000,8,20,0,2,0.012615,0
parpseq,150000,8,20,0,3,0.012813,0
parpseq,150000,8,25,0,1,0.012432,0
parpseq,150000,8,25,0,2,0.012643,0
parpseq,150000,8,25,0,3,0.012552,0
parpseq,150000,8,30,0,1,0.012818,0
parpseq,150000,8,30,0,2,0.012667,0
parpseq,150000,8,30,0,3,0.012595,0
parpseq,150000,8,35,0,1,0.012492,0
parpseq,150000,8,35,0,2,0.012766,0
parpseq,150000,8,35,0,3,0.012611,0
parpseq,150000,8,40,0,1,0.012854,0
parpseq,150000,8,40,0,2,0.012719,0
parpseq,150000,8,40,0,3,0.012574,0
parpseq,150000,8,45,0,1,0.012854,0
parpseq,150000,8,45,0,2,0.012679,0
parpseq,150000,8,45,0,3,0.012774,0
parpseq,150000,8,50,0,1,0.012705,0
parpseq,150000,8,50,0,2,0.012670,0
parpseq,150000,8,50,0,3,0.012764,0
parpseq,150000,8,55,0,1,0.012728,0
parpseq,150000,8,55,0,2,0.012591,0
parpseq,150000,8,55,0,3,0.012507,0
parpseq,150000,8,60,0,1,0.012828,0
parpseq,150000,8,60,0,2,0.012475,0
parpseq,150000,8,60,0,3,0.012345,0
parpseq,150000,8,65,0,1,0.012948,0
parpseq,150000,8,65,0,2,0.012624,0
parpseq,150000,8,65,0,3,0.012671,0
parpseq,150000,8,70,0,1,0.013201,0
parpseq,150000,8,70,0,2,0.012638,0
parpseq,150000,8,70,0,3,0.012630,0
parpseq,150000,8,75,0,1,0.012761,0
parpseq,150000,8,75,0,2,0.012546,0
parpseq,150000,8,75,0,3,0.012653,0
parpseq,150000,8,80,0,1,0.012686,0
parpseq,150000,8,80,0,2,0.012517,0
parpseq,150000,8,80,0,3,0.012493,0
parpseq,150000,8,85,0,1,0.013032,0
parpseq,150000,8,85,0,2,0.012610,0
parpseq,150000,8,85,0,3,0.012581,0
parpseq,150000,8,90,0,1,0.012937,0
parpseq,150000,8,90,0,2,0.012434,0
parpseq,150000,8,90,0,3,0.013150,0
parpseq,150000,8,95,0,1,0.012894,0
parpseq,150000,8,95,0,2,0.012698,0
parpseq,150000,8,95,0,3,0.012817,0
parpseq,150000,8,100,0,1,0.192326,0
parpseq,150000,8,100,0,2,0.172066,0
parpseq,150000,8,100,0,3,0.183510,0
parpseq,200000,1,0,0,1,0.012955,0
parpseq,200000,1,0,0,2,0.012435,0
parpseq,200000,1,0,0,3,0.012449,0
parpseq,200000,1,5,0,1,0.012665,0
parpseq,200000,1,5,0,2,0.012688,0
parpseq,200000,1,5,0,3,0.012645,0
parpseq,200000,1,10,0,1,0.012899,0
parpseq,200000,1,10,0,2,0.013095,0
parpseq,200000,1,10,0,3,0.012639,0
parpseq,200000,1,15,0,1,0.012829,0
parpseq,200000,1,15,0,2,0.012515,0
parpseq,200000,1,15,0,3,0.013786,0
parpseq,200000,1,20,0,1,0.012731,0
parpseq,200000,1,20,0,2,0.012531,0
parpseq,200000,1,20,0,3,0.012613,0
parpseq,200000,1,25,0,1,0.012678,0
parpseq,200000,1,25,0,2,0.012557,0
parpseq,200000,1,25,0,3,0.012564,0
parpseq,200000,1,30,0,1,0.012533,0
parpseq,200000,1,30,0,2,0.012394,0
parpseq,200000,1,30,0,3,0.012399,0
parpseq,200000,1,35,0,1,0.012964,0
parpseq,200000,1,35,0,2,0.012696,0
parpseq,200000,1,35,0,3,0.012680,0
parpseq,200000,1,40,0,1,0.012615,0
parpseq,200000,1,40,0,2,0.012583,0
parpseq,200000,1,40,0,3,0.012646,0
parpseq,200000,1,45,0,1,0.012640,0
parpseq,200000,1,45,0,2,0.012749,0
parpseq,200000,1,45,0,3,0.012557,0
parpseq,200000,1,50,0,1,0.012610,0
parpseq,200000,1,50,0,2,0.012534,0
parpseq,200000,1,50,0,3,0.012478,0
parpseq,200000,1,55,0,1,0.012813,0
parpseq,200000,1,55,0,2,0.012487,0
parpseq,200000,1,55,0,3,0.012492,0
parpseq,200000,1,60,0,1,0.012741,0
parpseq,200000,1,60,0,2,0.012484,0
parpseq,200000,1,60,0,3,0.012709,0
parpseq,200000,1,65,0,1,0.012763,0
parpseq,200000,1,65,0,2,0.012748,0
parpseq,200000,1,65,0,3,0.012399,0
parpseq,200000,1,70,0,1,0.012700,0
parpseq,200000,1,70,0,2,0.012636,0
parpseq,200000,1,70,0,3,0.012803,0
parpseq,200000,1,75,0,1,0.012706,0
parpseq,200000,1,75,0,2,0.012571,0
parpseq,200000,1,75,0,3,0.012692,0
parpseq,200000,1,80,0,1,0.012764,0
parpseq,200000,1,80,0,2,0.012540,0
parpseq,200000,1,80,0,3,0.012486,0
parpseq,200000,1,85,0,1,0.012496,0
parpseq,200000,1,85,0,2,0.012264,0
parpseq,200000,1,85,0,3,0.012391,0
parpseq,200000,1,90,0,1,0.012638,0
parpseq,200000,1,90,0,2,0.012529,0
parpseq,200000,1,90,0,3,0.012571,0
parpseq,200000,1,95,0,1,0.013028,0
parpseq,200000,1,95,0,2,0.012613,0
parpseq,200000,1,95,0,3,0.012408,0
parpseq,200000,1,100,0,1,0.012793,0
parpseq,200000,1,100,0,2,0.012539,0
parpseq,200000,1,100,0,3,0.012458,0
parpseq,200000,2,0,0,1,0.012915,0
parpseq,200000,2,0,0,2,0.012722,0
parpseq,200000,2,0,0,3,0.012607,0
parpseq,200000,2,5,0,1,0.012958,0
parpseq,200000,2,5,0,2,0.013025,0
parpseq,200000,2,5,0,3,0.012715,0
parpseq,200000,2,10,0,1,0.012615,0
parpseq,200000,2,10,0,2,0.012773,0
parpseq,200000,2,10,0,3,0.012710,0
parpseq,200000,2,15,0,1,0.012887,0
parpseq,200000,2,15,0,2,0.012566,0
parpseq,200000,2,15,0,3,0.012488,0
parpseq,200000,2,20,0,1,0.012940,0
parpseq,200000,2,20,0,2,0.012783,0
parpseq,200000,2,20,0,3,0.012471,0
parpseq,200000,2,25,0,1,0.012618,0
parpseq,200000,2,25,0,2,0.012268,0
parpseq,200000,2,25,0,3,0.012693,0
parpseq,200000,2,30,0,1,0.012750,0
parpseq,200000,2,30,0,2,0.012617,0
parpseq,200000,2,30,0,3,0.012741,0
parpseq,200000,2,35,0,1,0.013123,0
parpseq,200000,2,35,0,2,0.012660,0
parpseq,200000,2,35,0,3,0.012719,0
parpseq,200000,2,40,0,1,0.013035,0
parpseq,200000,2,40,0,2,0.012382,0
parpseq,200000,2,40,0,3,0.012661,0
parpseq,200000,2,45,0,1,0.012647,0
parpseq,200000,2,45,0,2,0.012553,0
parpseq,200000,2,45,0,3,0.012443,0
parpseq,200000,2,50,0,1,0.012669,0
parpseq,200000,2,50,0,2,0.012363,0
parpseq,200000,2,50,0,3,0.012509,0
parpseq,200000,2,55,0,1,0.012802,0
parpseq,200000,2,55,0,2,0.012774,0
parpseq,200000,2,55,0,3,0.012636,0
parpseq,200000,2,60,0,1,0.012922,0
parpseq,200000,2,60,0,2,0.012215,0
parpseq,200000,2,60,0,3,0.012327,0
parpseq,200000,2,65,0,1,0.012444,0
parpseq,200000,2,65,0,2,0.012320,0
parpseq,200000,2,65,0,3,0.012569,0
parpseq,200000,2,70,0,1,0.012788,0
parpseq,200000,2,70,0,2,0.012727,0
parpseq,200000,2,70,0,3,0.012505,0
parpseq,200000,2,75,0,1,0.012779,0
parpseq,200000,2,75,0,2,0.012891,0
parpseq,200000,2,75,0,3,0.012546,0
parpseq,200000,2,80,0,1,0.012553,0
parpseq,200000,2,80,0,2,0.012553,0
parpseq,200000,2,80,0,3,0.012532,0
parpseq,200000,2,85,0,1,0.012778,0
parpseq,200000,2,85,0,2,0.012780,0
parpseq,200000,2,85,0,3,0.012532,0
parpseq,200000,2,90,0,1,0.012995,0
parpseq,200000,2,90,0,2,0.012529,0
parpseq,200000,2,90,0,3,0.012377,0
parpseq,200000,2,95,0,1,0.013026,0
parpseq,200000,2,95,0,2,0.012904,0
parpseq,200000,2,95,0,3,0.012560,0
parpseq,200000,2,100,0,1,0.046115,0
parpseq,200000,2,100,0,2,0.045308,0
parpseq,200000,2,100,0,3,0.044385,0
parpseq,200000,4,0,0,1,0.012926,0
parpseq,200000,4,0,0,2,0.012643,0
parpseq,200000,4,0,0,3,0.012831,0
parpseq,200000,4,5,0,1,0.012626,0
parpseq,200000,4,5,0,2,0.012590,0
parpseq,200000,4,5,0,3,0.012757,0
parpseq,200000,4,10,0,1,0.012721,0
parpseq,200000,4,10,0,2,0.012696,0
parpseq,200000,4,10,0,3,0.012367,0
parpseq,200000,4,15,0,1,0.012978,0
parpseq,200000,4,15,0,2,0.012499,0
parpseq,200000,4,15,0,3,0.012735,0
parpseq,200000,4,20,0,1,0.012808,0
parpseq,200000,4,20,0,2,0.012657,0
parpseq,200000,4,20,0,3,0.012401,0
parpseq,200000,4,25,0,1,0.012775,0
parpseq,200000,4,25,0,2,0.012621,0
parpseq,200000,4,25,0,3,0.012528,0
parpseq,200000,4,30,0,1,0.012877,0
parpseq,200000,4,30,0,2,0.012713,0
parpseq,200000,4,30,0,3,0.012690,0
parpseq,200000,4,35,0,1,0.012722,0
parpseq,200000,4,35,0,2,0.012539,0
parpseq,200000,4,35,0,3,0.012648,0
parpseq,200000,4,40,0,1,0.012849,0
parpseq,200000,4,40,0,2,0.012650,0
parpseq,200000,4,40,0,3,0.012562,0
parpseq,200000,4,45,0,1,0.012784,0
parpseq,200000,4,45,0,2,0.012765,0
parpseq,200000,4,45,0,3,0.012680,0
parpseq,200000,4,50,0,1,0.012443,0
parpseq,200000,4,50,0,2,0.012563,0
parpseq,200000,4,50,0,3,0.012402,0
parpseq,200000,4,55,0,1,0.012738,0
parpseq,200000,4,55,0,2,0.012482,0
parpseq,200000,4,55,0,3,0.012451,0
parpseq,200000,4,60,0,1,0.012634,0
parpseq,200000,4,60,0,2,0.012487,0
parpseq,200000,4,60,0,3,0.012266,0
parpseq,200000,4,65,0,1,0.012504,0
parpseq,200000,4,65,0,2,0.012473,0
parpseq,200000,4,65,0,3,0.012572,0
parpseq,200000,4,70,0,1,0.012873,0
parpseq,200000,4,70,0,2,0.012707,0
parpseq,200000,4,70,0,3,0.012501,0
parpseq,200000,4,75,0,1,0.012883,0
parpseq,200000,4,75,0,2,0.012691,0
parpseq,200000,4,75,0,3,0.012534,0
parpseq,200000,4,80,0,1,0.012704,0
parpseq,200000,4,80,0,2,0.012521,0
parpseq,200000,4,80,0,3,0.012601,0
parpseq,200000,4,85,0,1,0.012510,0
parpseq,200000,4,85,0,2,0.012603,0
parpseq,200000,4,85,0,3,0.012711,0
parpseq,200000,4,90,0,1,0.012819,0
parpseq,200000,4,90,0,2,0.012326,0
parpseq,200000,4,90,0,3,0.012542,0
parpseq,200000,4,95,0,1,0.012677,0
parpseq,200000,4,95,0,2,0.012616,0
parpseq,200000,4,95,0,3,0.012604,0
parpseq,200000,4,100,0,1,0.140595,0
parpseq,200000,4,100,0,2,0.099353,0
parpseq,200000,4,100,0,3,0.119728,0
parpseq,200000,8,0,0,1,0.012711,0
parpseq,200000,8,0,0,2,0.012629,0
parpseq,200000,8,0,0,3,0.012408,0
parpseq,200000,8,5,0,1,0.012842,0
parpseq,200000,8,5,0,2,0.012712,0
parpseq,200000,8,5,0,3,0.012652,0
parpseq,200000,8,10,0,1,0.012973,0
parpseq,200000,8,10,0,2,0.012722,0
parpseq,200000,8,10,0,3,0.012666,0
parpseq,200000,8,15,0,1,0.012956,0
parpseq,200000,8,15,0,2,0.012500,0
parpseq,200000,8,15,0,3,0.012483,0
parpseq,200000,8,20,0,1,0.012910,0
parpseq,200000,8,20,0,2,0.012655,0
parpseq,200000,8,20,0,3,0.012311,0
parpseq,200000,8,25,0,1,0.012766,0
parpseq,200000,8,25,0,2,0.012500,0
parpseq,200000,8,25,0,3,0.012477,0
parpseq,200000,8,30,0,1,0.012969,0
parpseq,200000,8,30,0,2,0.013072,0
parpseq,200000,8,30,0,3,0.012730,0
parpseq,200000,8,35,0,1,0.012825,0
parpseq,200000,8,35,0,2,0.012734,0
parpseq,200000,8,35,0,3,0.012710,0
parpseq,200000,8,40,0,1,0.012913,0
parpseq,200000,8,40,0,2,0.013208,0
parpseq,200000,8,40,0,3,0.012386,0
parpseq,200000,8,45,0,1,0.012705,0
parpseq,200000,8,45,0,2,0.012458,0
parpseq,200000,8,45,0,3,0.014359,0
parpseq,200000,8,50,0,1,0.012799,0
parpseq,200000,8,50,0,2,0.012609,0
parpseq,200000,8,50,0,3,0.012719,0
parpseq,200000,8,55,0,1,0.012532,0
parpseq,200000,8,55,0,2,0.012256,0
parpseq,200000,8,55,0,3,0.012645,0
parpseq,200000,8,60,0,1,0.013033,0
parpseq,200000,8,60,0,2,0.012810,0
parpseq,200000,8,60,0,3,0.012684,0
parpseq,200000,8,65,0,1,0.012489,0
parpseq,200000,8,65,0,2,0.012631,0
parpseq,200000,8,65,0,3,0.012403,0
parpseq,200000,8,70,0,1,0.012724,0
parpseq,200000,8,70,0,2,0.012631,0
parpseq,200000,8,70,0,3,0.012400,0
parpseq,200000,8,75,0,1,0.012712,0
parpseq,200000,8,75,0,2,0.012952,0
parpseq,200000,8,75,0,3,0.012600,0
parpseq,200000,8,80,0,1,0.012819,0
parpseq,200000,8,80,0,2,0.012538,0
parpseq,200000,8,80,0,3,0.012490,0
parpseq,200000,8,85,0,1,0.012827,0
parpseq,200000,8,85,0,2,0.012855,0
parpseq,200000,8,85,0,3,0.012764,0
parpseq,200000,8,90,0,1,0.012824,0
parpseq,200000,8,90,0,2,0.012726,0
parpseq,200000,8,90,0,3,0.012808,0
parpseq,200000,8,95,0,1,0.012734,0
parpseq,200000,8,95,0,2,0.012253,0
parpseq,200000,8,95,0,3,0.012265,0
parpseq,200000,8,100,0,1,0.287696,0
parpseq,200000,8,100,0,2,0.279289,0
parpseq,200000,8,100,0,3,0.339218,0
parpseq,250000,1,0,0,1,0.012674,0
parpseq,250000,1,0,0,2,0.012488,0
parpseq,250000,1,0,0,3,0.012671,0
parpseq,250000,1,5,0,1,0.013017,0
parpseq,250000,1,5,0,2,0.012988,0
parpseq,250000,1,5,0,3,0.012698,0
parpseq,250000,1,10,0,1,0.012598,0
parpseq,250000,1,10,0,2,0.012723,0
parpseq,250000,1,10,0,3,0.012359,0
parpseq,250000,1,15,0,1,0.012534,0
parpseq,250000,1,15,0,2,0.012635,0
parpseq,250000,1,15,0,3,0.012383,0
parpseq,250000,1,20,0,1,0.013208,0
parpseq,250000,1,20,0,2,0.012502,0
parpseq,250000,1,20,0,3,0.012739,0
parpseq,250000,1,25,0,1,0.012758,0
parpseq,250000,1,25,0,2,0.012664,0
parpseq,250000,1,25,0,3,0.012717,0
parpseq,250000,1,30,0,1,0.012755,0
parpseq,250000,1,30,0,2,0.012513,0
parpseq,250000,1,30,0,3,0.012726,0
parpseq,250000,1,35,0,1,0.012956,0
parpseq,250000,1,35,0,2,0.012560,0
parpseq,250000,1,35,0,3,0.012424,0
parpseq,250000,1,40,0,1,0.012609,0
parpseq,250000,1,40,0,2,0.012367,0
parpseq,250000,1,40,0,3,0.012537,0
parpseq,250000,1,45,0,1,0.012561,0
parpseq,250000,1,45,0,2,0.012794,0
parpseq,250000,1,45,0,3,0.012548,0
parpseq,250000,1,50,0,1,0.012990,0
parpseq,250000,1,50,0,2,0.012818,0
parpseq,250000,1,50,0,3,0.012352,0
parpseq,250000,1,55,0,1,0.012521,0
parpseq,250000,1,55,0,2,0.012667,0
parpseq,250000,1,55,0,3,0.012656,0
parpseq,250000,1,60,0,1,0.012807,0
parpseq,250000,1,60,0,2,0.012490,0
parpseq,250000,1,60,0,3,0.012496,0
parpseq,250000,1,65,0,1,0.012843,0
parpseq,250000,1,65,0,2,0.012630,0
parpseq,250000,1,65,0,3,0.012913,0
parpseq,250000,1,70,0,1,0.012896,0
parpseq,250000,1,70,0,2,0.012451,0
parpseq,250000,1,70,0,3,0.012461,0
parpseq,250000,1,75,0,1,0.012340,0
parpseq,250000,1,75,0,2,0.012609,0
parpseq,250000,1,75,0,3,0.012386,0
parpseq,250000,1,80,0,1,0.012646,0
parpseq,250000,1,80,0,2,0.012673,0
parpseq,250000,1,80,0,3,0.012820,0
parpseq,250000,1,85,0,1,0.012804,0
parpseq,250000,1,85,0,2,0.012466,0
parpseq,250000,1,85,0,3,0.012468,0
parpseq,250000,1,90,0,1,0.012742,0
parpseq,250000,1,90,0,2,0.012654,0
parpseq,250000,1,90,0,3,0.012552,0
parpseq,250000,1,95,0,1,0.012809,0
parpseq,250000,1,95,0,2,0.012453,0
parpseq,250000,1,95,0,3,0.012523,0
parpseq,250000,1,100,0,1,0.012608,0
parpseq,250000,1,100,0,2,0.012635,0
parpseq,250000,1,100,0,3,0.012729,0
parpseq,250000,2,0,0,1,0.012833,0
parpseq,250000,2,0,0,2,0.012669,0
parpseq,250000,2,0,0,3,0.012612,0
parpseq,250000,2,5,0,1,0.012520,0
parpseq,250000,2,5,0,2,0.012580,0
parpseq,250000,2,5,0,3,0.012666,0
parpseq,250000,2,10,0,1,0.012171,0
parpseq,250000,2,10,0,2,0.012528,0
parpseq,250000,2,10,0,3,0.012591,0
parpseq,250000,2,15,0,1,0.012929,0
parpseq,250000,2,15,0,2,0.012788,0
parpseq,250000,2,15,0,3,0.012667,0
parpseq,250000,2,20,0,1,0.013452,0
parpseq,250000,2,20,0,2,0.012558,0
parpseq,250000,2,20,0,3,0.012373,0
parpseq,250000,2,25,0,1,0.012844,0
parpseq,250000,2,25,0,2,0.012791,0
parpseq,250000,2,25,0,3,0.012516,0
parpseq,250000,2,30,0,1,0.012901,0
parpseq,250000,2,30,0,2,0.012601,0
parpseq,250000,2,30,0,3,0.012870,0
parpseq,250000,2,35,0,1,0.012715,0
parpseq,250000,2,35,0,2,0.012852,0
parpseq,250000,2,35,0,3,0.012397,0
parpseq,250000,2,40,0,1,0.012864,0
parpseq,250000,2,40,0,2,0.012472,0
parpseq,250000,2,40,0,3,0.012616,0
parpseq,250000,2,45,0,1,0.012647,0
parpseq,250000,2,45,0,2,0.012498,0
parpseq,250000,2,45,0,3,0.012248,0
parpseq,250000,2,50,0,1,0.012844,0
parpseq,250000,2,50,0,2,0.012560,0
parpseq,250000,2,50,0,3,0.012599,0
parpseq,250000,2,55,0,1,0.012654,0
parpseq,250000,2,55,0,2,0.012473,0
parpseq,250000,2,55,0,3,0.012516,0
parpseq,250000,2,60,0,1,0.012901,0
parpseq,250000,2,60,0,2,0.012592,0
parpseq,250000,2,60,0,3,0.012424,0
parpseq,250000,2,65,0,1,0.012891,0
parpseq,250000,2,65,0,2,0.012548,0
parpseq,250000,2,65,0,3,0.012646,0
parpseq,250000,2,70,0,1,0.012816,0
parpseq,250000,2,70,0,2,0.012484,0
parpseq,250000,2,70,0,3,0.012412,0
parpseq,250000,2,75,0,1,0.012933,0
parpseq,250000,2,75,0,2,0.012540,0
parpseq,250000,2,75,0,3,0.012706,0
parpseq,250000,2,80,0,1,0.012572,0
parpseq,250000,2,80,0,2,0.012610,0
parpseq,250000,2,80,0,3,0.012604,0
parpseq,250000,2,85,0,1,0.013120,0
parpseq,250000,2,85,0,2,0.012244,0
parpseq,250000,2,85,0,3,0.012291,0
parpseq,250000,2,90,0,1,0.013257,0
parpseq,250000,2,90,0,2,0.012510,0
parpseq,250000,2,90,0,3,0.012514,0
parpseq,250000,2,95,0,1,0.012850,0
parpseq,250000,2,95,0,2,0.012658,0
parpseq,250000,2,95,0,3,0.012404,0
parpseq,250000,2,100,0,1,0.054235,0
parpseq,250000,2,100,0,2,0.055353,0
parpseq,250000,2,100,0,3,0.055697,0
parpseq,250000,4,0,0,1,0.012645,0
parpseq,250000,4,0,0,2,0.012647,0
parpseq,250000,4,0,0,3,0.012331,0
parpseq,250000,4,5,0,1,0.013097,0
parpseq,250000,4,5,0,2,0.012549,0
parpseq,250000,4,5,0,3,0.012519,0
parpseq,250000,4,10,0,1,0.012415,0
parpseq,250000,4,10,0,2,0.012422,0
parpseq,250000,4,10,0,3,0.012511,0
parpseq,250000,4,15,0,1,0.012634,0
parpseq,250000,4,15,0,2,0.012609,0
parpseq,250000,4,15,0,3,0.012504,0
parpseq,250000,4,20,0,1,0.012959,0
parpseq,250000,4,20,0,2,0.012749,0
parpseq,250000,4,20,0,3,0.012615,0
parpseq,250000,4,25,0,1,0.012892,0
parpseq,250000,4,25,0,2,0.012482,0
parpseq,250000,4,25,0,3,0.012351,0
parpseq,250000,4,30,0,1,0.012940,0
parpseq,250000,4,30,0,2,0.012737,0
parpseq,250000,4,30,0,3,0.012647,0
parpseq,250000,4,35,0,1,0.012640,0
parpseq,250000,4,35,0,2,0.012507,0
parpseq,250000,4,35,0,3,0.012660,0
parpseq,250000,4,40,0,1,0.013052,0
parpseq,250000,4,40,0,2,0.012755,0
parpseq,250000,4,40,0,3,0.012611,0
parpseq,250000,4,45,0,1,0.012730,0
parpseq,250000,4,45,0,2,0.012613,0
parpseq,250000,4,45,0,3,0.012907,0
parpseq,250000,4,50,0,1,0.012907,0
parpseq,250000,4,50,0,2,0.012688,0
parpseq,250000,4,50,0,3,0.012452,0
parpseq,250000,4,55,0,1,0.012762,0
parpseq,250000,4,55,0,2,0.012690,0
parpseq,250000,4,55,0,3,0.012693,0
parpseq,250000,4,60,0,1,0.012734,0
parpseq,250000,4,60,0,2,0.012607,0
parpseq,250000,4,60,0,3,0.012698,0
parpseq,250000,4,65,0,1,0.012699,0
parpseq,250000,4,65,0,2,0.012498,0
parpseq,250000,4,65,0,3,0.012450,0
parpseq,250000,4,70,0,1,0.012557,0
parpseq,250000,4,70,0,2,0.012564,0
parpseq,250000,4,70,0,3,0.012652,0
parpseq,250000,4,75,0,1,0.012807,0
parpseq,250000,4,75,0,2,0.012518,0
parpseq,250000,4,75,0,3,0.012546,0
parpseq,250000,4,80,0,1,0.012556,0
parpseq,250000,4,80,0,2,0.012593,0
parpseq,250000,4,80,0,3,0.012680,0
parpseq,250000,4,85,0,1,0.013155,0
parpseq,250000,4,85,0,2,0.012549,0
parpseq,250000,4,85,0,3,0.012647,0
parpseq,250000,4,90,0,1,0.012730,0
parpseq,250000,4,90,0,2,0.012383,0
parpseq,250000,4,90,0,3,0.012921,0
parpseq,250000,4,95,0,1,0.012661,0
parpseq,250000,4,95,0,2,0.012744,0
parpseq,250000,4,95,0,3,0.012635,0
parpseq,250000,4,100,0,1,0.141941,0
parpseq,250000,4,100,0,2,0.165423,0
parpseq,250000,4,100,0,3,0.151896,0
parpseq,250000,8,0,0,1,0.012798,0
parpseq,250000,8,0,0,2,0.012599,0
parpseq,250000,8,0,0,3,0.012642,0
parpseq,250000,8,5,0,1,0.012867,0
