variant,N,P,imb,delta,rep,seconds,rc
super,150000,2,10,0,1,0.001721652,0
super,150000,2,10,0,2,0.001648729,0
super,150000,2,10,0,3,0.001610990,0
super,150000,2,15,0,1,0.001769520,0
super,150000,2,15,0,2,0.001687657,0
super,150000,2,15,0,3,0.001743618,0
super,150000,2,20,0,1,0.001679361,0
super,150000,2,20,0,2,0.001693127,0
super,150000,2,20,0,3,0.002148843,0
super,150000,2,25,0,1,0.001761755,0
super,150000,2,25,0,2,0.001746102,0
super,150000,2,25,0,3,0.001751698,0
super,150000,2,30,0,1,0.001661999,0
super,150000,2,30,0,2,0.001886578,0
super,150000,2,30,0,3,0.001637597,0
super,150000,2,35,0,1,0.001717309,0
super,150000,2,35,0,2,0.002341786,0
super,150000,2,35,0,3,0.001802713,0
super,150000,2,40,0,1,0.001615019,0
super,150000,2,40,0,2,0.003999324,0
super,150000,2,40,0,3,0.001672782,0
super,150000,2,45,0,1,0.002046001,0
super,150000,2,45,0,2,0.001696120,0
super,150000,2,45,0,3,0.001540044,0
super,150000,2,50,0,1,0.001668656,0
super,150000,2,50,0,2,0.001740365,0
super,150000,2,50,0,3,0.002283278,0
super,150000,2,55,0,1,0.002303544,0
super,150000,2,55,0,2,0.001741477,0
super,150000,2,55,0,3,0.001719178,0
super,150000,2,60,0,1,0.001732524,0
super,150000,2,60,0,2,0.001853957,0
super,150000,2,60,0,3,0.001677948,0
super,150000,2,65,0,1,0.001673436,0
super,150000,2,65,0,2,0.001605058,0
super,150000,2,65,0,3,0.001802576,0
super,150000,2,70,0,1,0.001633705,0
super,150000,2,70,0,2,0.001708006,0
super,150000,2,70,0,3,0.001660099,0
super,150000,2,75,0,1,0.001662574,0
super,150000,2,75,0,2,0.001733477,0
super,150000,2,75,0,3,0.001757818,0
super,150000,2,80,0,1,0.001669813,0
super,150000,2,80,0,2,0.003992932,0
super,150000,2,80,0,3,0.001760239,0
super,150000,2,85,0,1,0.001721793,0
super,150000,2,85,0,2,0.001833505,0
super,150000,2,85,0,3,0.001658327,0
super,150000,2,90,0,1,0.001736283,0
super,150000,2,90,0,2,0.001621950,0
super,150000,2,90,0,3,0.001837550,0
super,150000,2,95,0,1,0.001608292,0
super,150000,2,95,0,2,0.001919558,0
super,150000,2,95,0,3,0.001676852,0
super,150000,2,100,0,1,0.001315670,0
super,150000,2,100,0,2,0.001693492,0
super,150000,2,100,0,3,0.002272669,0
super,150000,4,0,0,1,0.002216045,0
super,150000,4,0,0,2,0.002230599,0
super,150000,4,0,0,3,0.003114594,0
super,150000,4,5,0,1,0.002073487,0
super,150000,4,5,0,2,0.002500569,0
super,150000,4,5,0,3,0.002736443,0
super,150000,4,10,0,1,0.002680630,0
super,150000,4,10,0,2,0.002536230,0
super,150000,4,10,0,3,0.004606263,0
super,150000,4,15,0,1,0.002350797,0
super,150000,4,15,0,2,0.002144378,0
super,150000,4,15,0,3,0.002310834,0
super,150000,4,20,0,1,0.005314134,0
super,150000,4,20,0,2,0.002919573,0
super,150000,4,20,0,3,0.002293294,0
super,150000,4,25,0,1,0.002560561,0
super,150000,4,25,0,2,0.002836150,0
super,150000,4,25,0,3,0.002774541,0
super,150000,4,30,0,1,0.002268586,0
super,150000,4,30,0,2,0.002329982,0
super,150000,4,30,0,3,0.002996090,0
super,150000,4,35,0,1,0.002148871,0
super,150000,4,35,0,2,0.002369031,0
super,150000,4,35,0,3,0.002522920,0
super,150000,4,40,0,1,0.002246486,0
super,150000,4,40,0,2,0.002207110,0
super,150000,4,40,0,3,0.002321370,0
super,150000,4,45,0,1,0.002273109,0
super,150000,4,45,0,2,0.002359361,0
super,150000,4,45,0,3,0.002154464,0
super,150000,4,50,0,1,0.002717500,0
