variant,N,D,n_heads,n_blocks,P,rep,seconds,checksum,expected
ribault_c,10240,512,8,19,19,4,12.463687534,3094132915,3094132915
ribault_c,10240,512,8,19,19,5,12.701616667,3094132915,3094132915
ribault_c,10240,512,8,19,19,6,12.057683406,3094132915,3094132915
ribault_c,10240,512,8,19,19,7,20.031770585,3094132915,3094132915
ribault_rust,10240,512,8,19,19,1,10.357817192,3094132915,3094132915
ribault_rust,10240,512,8,19,19,2,10.201352831,3094132915,3094132915
ribault_rust,10240,512,8,19,19,3,15.701575435,3094132915,3094132915
ribault_rust,10240,512,8,19,19,4,10.478882478,3094132915,3094132915
ribault_rust,10240,512,8,19,19,5,10.363121224,3094132915,3094132915
ribault_rust,10240,512,8,19,19,6,10.136132250,3094132915,3094132915
ribault_rust,10240,512,8,19,19,7,16.721487722,3094132915,3094132915
ribault_hs,10240,512,8,19,19,1,25.761771625,3094132915,3094132915
ribault_hs,10240,512,8,19,19,2,49.123108894,3094132915,3094132915
ribault_hs,10240,512,8,19,19,3,51.117979052,3094132915,3094132915
ribault_hs,10240,512,8,19,19,4,46.175476068,3094132915,3094132915
ribault_hs,10240,512,8,19,19,5,47.573127988,3094132915,3094132915
ribault_hs,10240,512,8,19,19,6,47.331127814,3094132915,3094132915
ribault_hs,10240,512,8,19,19,7,46.295006826,3094132915,3094132915
strategies,10240,512,8,19,19,1,59.02869535,3094132915,3094132915
strategies,10240,512,8,19,19,2,59.395507979,3094132915,3094132915
strategies,10240,512,8,19,19,3,56.873196271,3094132915,3094132915
strategies,10240,512,8,19,19,4,59.762470736,3094132915,3094132915
strategies,10240,512,8,19,19,5,59.044300251,3094132915,3094132915
strategies,10240,512,8,19,19,6,62.697062004,3094132915,3094132915
strategies,10240,512,8,19,19,7,59.45299314,3094132915,3094132915
timely,10240,512,8,19,19,1,10.818474007,3094132915,3094132915
timely,10240,512,8,19,19,2,11.104557798,3094132915,3094132915
timely,10240,512,8,19,19,3,10.983936015,3094132915,3094132915
timely,10240,512,8,19,19,4,10.927033359,3094132915,3094132915
timely,10240,512,8,19,19,5,11.080423337,3094132915,3094132915
timely,10240,512,8,19,19,6,10.993462888,3094132915,3094132915
timely,10240,512,8,19,19,7,11.064170137,3094132915,3094132915
sucuri,10240,512,8,19,19,1,10.642175894230604,3094132915,3094132915
sucuri,10240,512,8,19,19,2,10.674838863313198,3094132915,3094132915
sucuri,10240,512,8,19,19,3,10.305962342768908,3094132915,3094132915
sucuri,10240,512,8,19,19,4,10.690635956823826,3094132915,3094132915
sucuri,10240,512,8,19,19,5,10.730121713131666,3094132915,3094132915
sucuri,10240,512,8,19,19,6,10.6216393224895,3094132915,3094132915
sucuri,10240,512,8,19,19,7,10.750281941145658,3094132915,3094132915
ribault_c,10240,512,8,23,23,1,17.288992445,3094132915,3094132915
ribault_c,10240,512,8,23,23,2,17.901728217,3094132915,3094132915
ribault_c,10240,512,8,23,23,3,19.090448457,3094132915,3094132915
ribault_c,10240,512,8,23,23,4,18.087767124,3094132915,3094132915
ribault_c,10240,512,8,23,23,5,9.635016037,3094132915,3094132915
ribault_c,10240,512,8,23,23,6,17.617108451,3094132915,3094132915
ribault_c,10240,512,8,23,23,7,17.400853925,3094132915,3094132915
ribault_rust,10240,512,8,23,23,1,14.533391918,3094132915,3094132915
ribault_rust,10240,512,8,23,23,2,8.148370621,3094132915,3094132915
ribault_rust,10240,512,8,23,23,3,8.242948324,3094132915,3094132915
ribault_rust,10240,512,8,23,23,4,14.554700753,3094132915,3094132915
ribault_rust,10240,512,8,23,23,5,8.314371724,3094132915,3094132915
ribault_rust,10240,512,8,23,23,6,7.970928245,3094132915,3094132915
ribault_rust,10240,512,8,23,23,7,15.997393152,3094132915,3094132915
ribault_hs,10240,512,8,23,23,1,37.400757218,3094132915,3094132915
ribault_hs,10240,512,8,23,23,2,41.391043626,3094132915,3094132915
ribault_hs,10240,512,8,23,23,3,36.840373607,3094132915,3094132915
ribault_hs,10240,512,8,23,23,4,38.450204679,3094132915,3094132915
ribault_hs,10240,512,8,23,23,5,39.985170058,3094132915,3094132915
ribault_hs,10240,512,8,23,23,6,39.682818313,3094132915,3094132915
ribault_hs,10240,512,8,23,23,7,41.534728689,3094132915,3094132915
strategies,10240,512,8,23,23,1,49.608878882,3094132915,3094132915
strategies,10240,512,8,23,23,2,50.028066069,3094132915,3094132915
strategies,10240,512,8,23,23,3,49.545180301,3094132915,3094132915
strategies,10240,512,8,23,23,4,49.789925487,3094132915,3094132915
strategies,10240,512,8,23,23,5,50.822506888,3094132915,3094132915
strategies,10240,512,8,23,23,6,49.82497207,3094132915,3094132915
strategies,10240,512,8,23,23,7,49.844594429,3094132915,3094132915
timely,10240,512,8,23,23,1,8.788406523,3094132915,3094132915
timely,10240,512,8,23,23,2,8.858410261,3094132915,3094132915
timely,10240,512,8,23,23,3,8.936418329,3094132915,3094132915
timely,10240,512,8,23,23,4,8.926658997,3094132915,3094132915
timely,10240,512,8,23,23,5,9.009347292,3094132915,3094132915
timely,10240,512,8,23,23,6,9.056515848,3094132915,3094132915
timely,10240,512,8,23,23,7,8.978535187,3094132915,3094132915
sucuri,10240,512,8,23,23,1,8.62135250121355,3094132915,3094132915
sucuri,10240,512,8,23,23,2,8.94913686811924,3094132915,3094132915
sucuri,10240,512,8,23,23,3,8.870968461036682,3094132915,3094132915
sucuri,10240,512,8,23,23,4,8.389477841556072,3094132915,3094132915
sucuri,10240,512,8,23,23,5,8.944572027772665,3094132915,3094132915
sucuri,10240,512,8,23,23,6,8.916224371641874,3094132915,3094132915
sucuri,10240,512,8,23,23,7,9.008636344224215,3094132915,3094132915
ribault_c,10240,512,8,24,24,1,9.660914671,3094132915,3094132915
ribault_c,10240,512,8,24,24,2,18.501010544,3094132915,3094132915
ribault_c,10240,512,8,24,24,3,17.011629862,3094132915,3094132915
ribault_c,10240,512,8,24,24,4,17.839475866,3094132915,3094132915
ribault_c,10240,512,8,24,24,5,17.280877876,3094132915,3094132915
ribault_c,10240,512,8,24,24,6,16.834297355,3094132915,3094132915
ribault_c,10240,512,8,24,24,7,16.072306453,3094132915,3094132915
ribault_rust,10240,512,8,24,24,1,14.038969886,3094132915,3094132915
ribault_rust,10240,512,8,24,24,2,13.932326103,3094132915,3094132915
ribault_rust,10240,512,8,24,24,3,14.349805211,3094132915,3094132915
ribault_rust,10240,512,8,24,24,4,14.145495702,3094132915,3094132915
ribault_rust,10240,512,8,24,24,5,13.218427662,3094132915,3094132915
ribault_rust,10240,512,8,24,24,6,8.029210574,3094132915,3094132915
ribault_rust,10240,512,8,24,24,7,13.454434619,3094132915,3094132915
ribault_hs,10240,512,8,24,24,1,38.083031770,3094132915,3094132915
ribault_hs,10240,512,8,24,24,2,38.636941579,3094132915,3094132915
ribault_hs,10240,512,8,24,24,3,38.600653513,3094132915,3094132915
ribault_hs,10240,512,8,24,24,4,38.705261210,3094132915,3094132915
ribault_hs,10240,512,8,24,24,5,39.683688352,3094132915,3094132915
ribault_hs,10240,512,8,24,24,6,40.769572705,3094132915,3094132915
ribault_hs,10240,512,8,24,24,7,40.172094496,3094132915,3094132915
strategies,10240,512,8,24,24,1,49.344025431,3094132915,3094132915
strategies,10240,512,8,24,24,2,49.829043417,3094132915,3094132915
strategies,10240,512,8,24,24,3,50.318536345,3094132915,3094132915
strategies,10240,512,8,24,24,4,47.308240638,3094132915,3094132915
strategies,10240,512,8,24,24,5,47.852049266,3094132915,3094132915
strategies,10240,512,8,24,24,6,49.825188822,3094132915,3094132915
strategies,10240,512,8,24,24,7,49.329910969,3094132915,3094132915
timely,10240,512,8,24,24,1,8.523018217,3094132915,3094132915
timely,10240,512,8,24,24,2,8.676701497,3094132915,3094132915
timely,10240,512,8,24,24,3,8.6589607,3094132915,3094132915
timely,10240,512,8,24,24,4,8.663788672999999,3094132915,3094132915
timely,10240,512,8,24,24,5,8.791147345,3094132915,3094132915
timely,10240,512,8,24,24,6,8.639367522,3094132915,3094132915
timely,10240,512,8,24,24,7,8.697539836,3094132915,3094132915
sucuri,10240,512,8,24,24,1,8.454670365899801,3094132915,3094132915
sucuri,10240,512,8,24,24,2,8.618271440267563,3094132915,3094132915
sucuri,10240,512,8,24,24,3,8.704298660159111,3094132915,3094132915
sucuri,10240,512,8,24,24,4,8.538471013307571,3094132915,3094132915
sucuri,10240,512,8,24,24,5,8.693244904279709,3094132915,3094132915
sucuri,10240,512,8,24,24,6,8.531552258878946,3094132915,3094132915
sucuri,10240,512,8,24,24,7,8.363766647875309,3094132915,3094132915
ribault_c,10240,512,8,32,32,1,17.988699374,3094132915,3094132915
ribault_c,10240,512,8,32,32,2,19.298993208,3094132915,3094132915
ribault_c,10240,512,8,32,32,3,12.957123729,3094132915,3094132915
ribault_c,10240,512,8,32,32,4,14.071686240,3094132915,3094132915
ribault_c,10240,512,8,32,32,5,19.114967493,3094132915,3094132915
ribault_c,10240,512,8,32,32,6,16.939668544,3094132915,3094132915
ribault_c,10240,512,8,32,32,7,12.521183999,3094132915,3094132915
ribault_rust,10240,512,8,32,32,1,11.308357928,3094132915,3094132915
ribault_rust,10240,512,8,32,32,2,11.092274359,3094132915,3094132915
ribault_rust,10240,512,8,32,32,3,13.546834727,3094132915,3094132915
ribault_rust,10240,512,8,32,32,4,11.458904524,3094132915,3094132915
ribault_rust,10240,512,8,32,32,5,14.494686169,3094132915,3094132915
ribault_rust,10240,512,8,32,32,6,10.856413957,3094132915,3094132915
ribault_rust,10240,512,8,32,32,7,13.939030950,3094132915,3094132915
ribault_hs,10240,512,8,32,32,1,32.407908901,3094132915,3094132915
ribault_hs,10240,512,8,32,32,2,29.559807060,3094132915,3094132915
ribault_hs,10240,512,8,32,32,3,32.623235316,3094132915,3094132915
ribault_hs,10240,512,8,32,32,4,30.104711334,3094132915,3094132915
ribault_hs,10240,512,8,32,32,5,29.256144479,3094132915,3094132915
ribault_hs,10240,512,8,32,32,6,40.041917395,3094132915,3094132915
ribault_hs,10240,512,8,32,32,7,29.235553560,3094132915,3094132915
strategies,10240,512,8,32,32,1,15.038523819,3094132915,3094132915
strategies,10240,512,8,32,32,2,15.339143955,3094132915,3094132915
strategies,10240,512,8,32,32,3,15.114746743,3094132915,3094132915
strategies,10240,512,8,32,32,4,16.13599294,3094132915,3094132915
strategies,10240,512,8,32,32,5,15.368509738,3094132915,3094132915
strategies,10240,512,8,32,32,6,15.321582426,3094132915,3094132915
strategies,10240,512,8,32,32,7,15.388927758,3094132915,3094132915
timely,10240,512,8,32,32,1,6.472456455,3094132915,3094132915
timely,10240,512,8,32,32,2,6.43166269,3094132915,3094132915
timely,10240,512,8,32,32,3,6.523950936,3094132915,3094132915
timely,10240,512,8,32,32,4,6.388814037,3094132915,3094132915
timely,10240,512,8,32,32,5,6.461467063,3094132915,3094132915
timely,10240,512,8,32,32,6,6.129177529,3094132915,3094132915
timely,10240,512,8,32,32,7,6.356931198,3094132915,3094132915
sucuri,10240,512,8,32,32,1,6.291180204600096,3094132915,3094132915
sucuri,10240,512,8,32,32,2,6.344798065721989,3094132915,3094132915
sucuri,10240,512,8,32,32,3,6.3130390830338,3094132915,3094132915
sucuri,10240,512,8,32,32,4,6.314767017960548,3094132915,3094132915
sucuri,10240,512,8,32,32,5,6.28688845038414,3094132915,3094132915
sucuri,10240,512,8,32,32,6,6.326069608330727,3094132915,3094132915
sucuri,10240,512,8,32,32,7,6.354047931730747,3094132915,3094132915
ribault_c,10240,512,8,48,48,1,10.440916247,3094132915,3094132915
ribault_c,10240,512,8,48,48,2,10.926215163,3094132915,3094132915
ribault_c,10240,512,8,48,48,3,9.816710184,3094132915,3094132915
ribault_c,10240,512,8,48,48,4,10.126175410,3094132915,3094132915
ribault_c,10240,512,8,48,48,5,9.717876835,3094132915,3094132915
ribault_c,10240,512,8,48,48,6,14.185636261,3094132915,3094132915
ribault_c,10240,512,8,48,48,7,9.966129430,3094132915,3094132915
ribault_rust,10240,512,8,48,48,1,10.630857554,3094132915,3094132915
ribault_rust,10240,512,8,48,48,2,11.809762111,3094132915,3094132915
ribault_rust,10240,512,8,48,48,3,8.882025440,3094132915,3094132915
ribault_rust,10240,512,8,48,48,4,8.820792292,3094132915,3094132915
ribault_rust,10240,512,8,48,48,5,8.791904663,3094132915,3094132915
ribault_rust,10240,512,8,48,48,6,11.219958812,3094132915,3094132915
ribault_rust,10240,512,8,48,48,7,8.775604063,3094132915,3094132915
ribault_hs,10240,512,8,48,48,1,24.534685326,3094132915,3094132915
ribault_hs,10240,512,8,48,48,2,28.272008620,3094132915,3094132915
ribault_hs,10240,512,8,48,48,3,22.700225781,3094132915,3094132915
ribault_hs,10240,512,8,48,48,4,32.141944826,3094132915,3094132915
ribault_hs,10240,512,8,48,48,5,29.151419048,3094132915,3094132915
ribault_hs,10240,512,8,48,48,6,23.186571487,3094132915,3094132915
ribault_hs,10240,512,8,48,48,7,23.510655369,3094132915,3094132915
strategies,10240,512,8,48,48,1,12.694604701,3094132915,3094132915
strategies,10240,512,8,48,48,2,24.25224037,3094132915,3094132915
strategies,10240,512,8,48,48,3,12.344020473,3094132915,3094132915
strategies,10240,512,8,48,48,4,12.645235585,3094132915,3094132915
strategies,10240,512,8,48,48,5,11.930675529,3094132915,3094132915
strategies,10240,512,8,48,48,6,12.142102309,3094132915,3094132915
strategies,10240,512,8,48,48,7,12.041237835,3094132915,3094132915
timely,10240,512,8,48,48,1,6.241588935,3094132915,3094132915
timely,10240,512,8,48,48,2,6.318910309,3094132915,3094132915
timely,10240,512,8,48,48,3,6.37113911,3094132915,3094132915
timely,10240,512,8,48,48,4,6.317510298,3094132915,3094132915
timely,10240,512,8,48,48,5,6.305968979,3094132915,3094132915
timely,10240,512,8,48,48,6,6.30671866,3094132915,3094132915
timely,10240,512,8,48,48,7,6.432660707,3094132915,3094132915
sucuri,10240,512,8,48,48,1,6.059599794447422,3094132915,3094132915
sucuri,10240,512,8,48,48,2,6.044813804328442,3094132915,3094132915
sucuri,10240,512,8,48,48,3,5.9195511899888515,3094132915,3094132915
sucuri,10240,512,8,48,48,4,5.94823931902647,3094132915,3094132915
sucuri,10240,512,8,48,48,5,6.17419882491231,3094132915,3094132915
sucuri,10240,512,8,48,48,6,6.1407872922718525,3094132915,3094132915
sucuri,10240,512,8,48,48,7,5.913005217909813,3094132915,3094132915
seq_haskell,12288,512,8,1,1,1,653.276068949,2142470448,2142470448
seq_haskell,12288,512,8,1,1,2,655.939222435,2142470448,2142470448
seq_haskell,12288,512,8,1,1,3,656.163618662,2142470448,2142470448
seq_haskell,12288,512,8,1,1,4,654.473816125,2142470448,2142470448
seq_haskell,12288,512,8,1,1,5,655.905726953,2142470448,2142470448
seq_haskell,12288,512,8,1,1,6,653.005045255,2142470448,2142470448
seq_haskell,12288,512,8,1,1,7,651.377893423,2142470448,2142470448
seq_c,12288,512,8,1,1,1,221.384882,2142470448,2142470448
seq_c,12288,512,8,1,1,2,221.147396,2142470448,2142470448
seq_c,12288,512,8,1,1,3,221.438313,2142470448,2142470448
seq_c,12288,512,8,1,1,4,222.276088,2142470448,2142470448
seq_c,12288,512,8,1,1,5,222.318067,2142470448,2142470448
seq_c,12288,512,8,1,1,6,223.067130,2142470448,2142470448
seq_c,12288,512,8,1,1,7,221.295114,2142470448,2142470448
seq_rust,12288,512,8,1,1,1,230.646710766,2142470448,2142470448
seq_rust,12288,512,8,1,1,2,230.342732777,2142470448,2142470448
seq_rust,12288,512,8,1,1,3,231.032957497,2142470448,2142470448
seq_rust,12288,512,8,1,1,4,234.730117823,2142470448,2142470448
seq_rust,12288,512,8,1,1,5,231.828154724,2142470448,2142470448
seq_rust,12288,512,8,1,1,6,230.782672412,2142470448,2142470448
seq_rust,12288,512,8,1,1,7,234.455920543,2142470448,2142470448
ribault_c,12288,512,8,2,2,1,128.465962286,2142470448,2142470448
ribault_c,12288,512,8,2,2,2,128.131002035,2142470448,2142470448
ribault_c,12288,512,8,2,2,3,127.563585414,2142470448,2142470448
ribault_c,12288,512,8,2,2,4,127.703871357,2142470448,2142470448
ribault_c,12288,512,8,2,2,5,127.286991516,2142470448,2142470448
ribault_c,12288,512,8,2,2,6,127.477819544,2142470448,2142470448
ribault_c,12288,512,8,2,2,7,128.174799174,2142470448,2142470448
ribault_rust,12288,512,8,2,2,1,109.149240333,2142470448,2142470448
ribault_rust,12288,512,8,2,2,2,109.346785051,2142470448,2142470448
ribault_rust,12288,512,8,2,2,3,109.139876887,2142470448,2142470448
ribault_rust,12288,512,8,2,2,4,109.108057060,2142470448,2142470448
ribault_rust,12288,512,8,2,2,5,109.693359619,2142470448,2142470448
ribault_rust,12288,512,8,2,2,6,109.018768367,2142470448,2142470448
ribault_rust,12288,512,8,2,2,7,109.318008304,2142470448,2142470448
ribault_hs,12288,512,8,2,2,1,305.254985250,2142470448,2142470448
ribault_hs,12288,512,8,2,2,2,307.558924275,2142470448,2142470448
ribault_hs,12288,512,8,2,2,3,309.391426533,2142470448,2142470448
ribault_hs,12288,512,8,2,2,4,309.197027984,2142470448,2142470448
ribault_hs,12288,512,8,2,2,5,309.854723126,2142470448,2142470448
ribault_hs,12288,512,8,2,2,6,311.580006113,2142470448,2142470448
ribault_hs,12288,512,8,2,2,7,310.623126679,2142470448,2142470448
strategies,12288,512,8,2,2,1,276.831221236,2142470448,2142470448
strategies,12288,512,8,2,2,2,535.859982042,2142470448,2142470448
strategies,12288,512,8,2,2,3,473.222999073,2142470448,2142470448
strategies,12288,512,8,2,2,4,510.584158097,2142470448,2142470448
strategies,12288,512,8,2,2,5,275.73259321,2142470448,2142470448
strategies,12288,512,8,2,2,6,471.268832924,2142470448,2142470448
strategies,12288,512,8,2,2,7,506.816406122,2142470448,2142470448
timely,12288,512,8,2,2,1,110.056295382,2142470448,2142470448
timely,12288,512,8,2,2,2,109.985686424,2142470448,2142470448
timely,12288,512,8,2,2,3,110.583397582,2142470448,2142470448
timely,12288,512,8,2,2,4,110.59520717,2142470448,2142470448
timely,12288,512,8,2,2,5,111.140683453,2142470448,2142470448
timely,12288,512,8,2,2,6,110.756578233,2142470448,2142470448
timely,12288,512,8,2,2,7,109.751370553,2142470448,2142470448
sucuri,12288,512,8,2,2,1,108.59801987186074,2142470448,2142470448
sucuri,12288,512,8,2,2,2,108.85177304595709,2142470448,2142470448
sucuri,12288,512,8,2,2,3,108.6014950349927,2142470448,2142470448
sucuri,12288,512,8,2,2,4,108.2039116770029,2142470448,2142470448
sucuri,12288,512,8,2,2,5,109.69232702255249,2142470448,2142470448
sucuri,12288,512,8,2,2,6,109.0606714785099,2142470448,2142470448
sucuri,12288,512,8,2,2,7,108.87078391388059,2142470448,2142470448
ribault_c,12288,512,8,3,3,1,76.831329811,2142470448,2142470448
ribault_c,12288,512,8,3,3,2,88.112357335,2142470448,2142470448
ribault_c,12288,512,8,3,3,3,88.025805574,2142470448,2142470448
ribault_c,12288,512,8,3,3,4,87.884618967,2142470448,2142470448
ribault_c,12288,512,8,3,3,5,87.277022091,2142470448,2142470448
ribault_c,12288,512,8,3,3,6,87.841668535,2142470448,2142470448
ribault_c,12288,512,8,3,3,7,88.013852701,2142470448,2142470448
ribault_rust,12288,512,8,3,3,1,77.809865867,2142470448,2142470448
ribault_rust,12288,512,8,3,3,2,78.228204033,2142470448,2142470448
ribault_rust,12288,512,8,3,3,3,78.221751722,2142470448,2142470448
ribault_rust,12288,512,8,3,3,4,78.561013283,2142470448,2142470448
ribault_rust,12288,512,8,3,3,5,78.248081405,2142470448,2142470448
ribault_rust,12288,512,8,3,3,6,72.275765778,2142470448,2142470448
ribault_rust,12288,512,8,3,3,7,78.091451547,2142470448,2142470448
ribault_hs,12288,512,8,3,3,1,190.510810390,2142470448,2142470448
ribault_hs,12288,512,8,3,3,2,188.554259206,2142470448,2142470448
ribault_hs,12288,512,8,3,3,3,189.178194398,2142470448,2142470448
ribault_hs,12288,512,8,3,3,4,188.505608032,2142470448,2142470448
ribault_hs,12288,512,8,3,3,5,188.555433862,2142470448,2142470448
ribault_hs,12288,512,8,3,3,6,188.123075180,2142470448,2142470448
ribault_hs,12288,512,8,3,3,7,188.023195440,2142470448,2142470448
strategies,12288,512,8,3,3,1,337.909584386,2142470448,2142470448
strategies,12288,512,8,3,3,2,326.55854533,2142470448,2142470448
strategies,12288,512,8,3,3,3,341.778490509,2142470448,2142470448
strategies,12288,512,8,3,3,4,320.703436922,2142470448,2142470448
strategies,12288,512,8,3,3,5,342.525603445,2142470448,2142470448
strategies,12288,512,8,3,3,6,341.868289483,2142470448,2142470448
strategies,12288,512,8,3,3,7,342.189405454,2142470448,2142470448
timely,12288,512,8,3,3,1,79.004069887,2142470448,2142470448
timely,12288,512,8,3,3,2,78.974037399,2142470448,2142470448
timely,12288,512,8,3,3,3,78.691004301,2142470448,2142470448
timely,12288,512,8,3,3,4,78.57913659,2142470448,2142470448
timely,12288,512,8,3,3,5,78.844027042,2142470448,2142470448
timely,12288,512,8,3,3,6,78.882370138,2142470448,2142470448
timely,12288,512,8,3,3,7,78.938425396,2142470448,2142470448
sucuri,12288,512,8,3,3,1,74.36297808587551,2142470448,2142470448
sucuri,12288,512,8,3,3,2,78.33500495925546,2142470448,2142470448
sucuri,12288,512,8,3,3,3,78.59618683159351,2142470448,2142470448
sucuri,12288,512,8,3,3,4,77.46269439905882,2142470448,2142470448
sucuri,12288,512,8,3,3,5,77.30267797783017,2142470448,2142470448
sucuri,12288,512,8,3,3,6,77.97351489216089,2142470448,2142470448
sucuri,12288,512,8,3,3,7,72.2783226147294,2142470448,2142470448
ribault_c,12288,512,8,4,4,1,68.286295012,2142470448,2142470448
ribault_c,12288,512,8,4,4,2,67.576195689,2142470448,2142470448
ribault_c,12288,512,8,4,4,3,67.689160366,2142470448,2142470448
ribault_c,12288,512,8,4,4,4,67.864394265,2142470448,2142470448
ribault_c,12288,512,8,4,4,5,68.049107266,2142470448,2142470448
ribault_c,12288,512,8,4,4,6,68.357718605,2142470448,2142470448
ribault_c,12288,512,8,4,4,7,68.311952548,2142470448,2142470448
ribault_rust,12288,512,8,4,4,1,60.015815568,2142470448,2142470448
ribault_rust,12288,512,8,4,4,2,59.455920591,2142470448,2142470448
ribault_rust,12288,512,8,4,4,3,59.614586785,2142470448,2142470448
ribault_rust,12288,512,8,4,4,4,60.826012466,2142470448,2142470448
ribault_rust,12288,512,8,4,4,5,60.546916424,2142470448,2142470448
ribault_rust,12288,512,8,4,4,6,60.508704532,2142470448,2142470448
ribault_rust,12288,512,8,4,4,7,60.436714566,2142470448,2142470448
ribault_hs,12288,512,8,4,4,1,141.295178284,2142470448,2142470448
ribault_hs,12288,512,8,4,4,2,141.592321560,2142470448,2142470448
ribault_hs,12288,512,8,4,4,3,141.161670202,2142470448,2142470448
ribault_hs,12288,512,8,4,4,4,144.290413492,2142470448,2142470448
ribault_hs,12288,512,8,4,4,5,145.128948318,2142470448,2142470448
ribault_hs,12288,512,8,4,4,6,296.503428089,2142470448,2142470448
ribault_hs,12288,512,8,4,4,7,294.320215249,2142470448,2142470448
strategies,12288,512,8,4,4,1,240.235182204,2142470448,2142470448
strategies,12288,512,8,4,4,2,254.853318528,2142470448,2142470448
strategies,12288,512,8,4,4,3,241.821101017,2142470448,2142470448
strategies,12288,512,8,4,4,4,364.79779462,2142470448,2142470448
strategies,12288,512,8,4,4,5,239.545664949,2142470448,2142470448
strategies,12288,512,8,4,4,6,262.13993321,2142470448,2142470448
strategies,12288,512,8,4,4,7,255.355208418,2142470448,2142470448
timely,12288,512,8,4,4,1,60.842437903,2142470448,2142470448
timely,12288,512,8,4,4,2,60.965981884,2142470448,2142470448
timely,12288,512,8,4,4,3,60.926488567,2142470448,2142470448
timely,12288,512,8,4,4,4,60.223241285,2142470448,2142470448
timely,12288,512,8,4,4,5,60.413003304,2142470448,2142470448
timely,12288,512,8,4,4,6,60.205459909,2142470448,2142470448
timely,12288,512,8,4,4,7,59.847910711,2142470448,2142470448
sucuri,12288,512,8,4,4,1,56.509835857898,2142470448,2142470448
sucuri,12288,512,8,4,4,2,59.480032969266176,2142470448,2142470448
sucuri,12288,512,8,4,4,3,59.55796482786536,2142470448,2142470448
sucuri,12288,512,8,4,4,4,59.55476653948426,2142470448,2142470448
sucuri,12288,512,8,4,4,5,59.86306056752801,2142470448,2142470448
sucuri,12288,512,8,4,4,6,59.93981872498989,2142470448,2142470448
sucuri,12288,512,8,4,4,7,59.955806504935026,2142470448,2142470448
ribault_c,12288,512,8,7,7,1,42.142427910,2142470448,2142470448
ribault_c,12288,512,8,7,7,2,38.723527368,2142470448,2142470448
ribault_c,12288,512,8,7,7,3,42.071700309,2142470448,2142470448
ribault_c,12288,512,8,7,7,4,42.067972335,2142470448,2142470448
ribault_c,12288,512,8,7,7,5,42.235325254,2142470448,2142470448
ribault_c,12288,512,8,7,7,6,39.545127951,2142470448,2142470448
ribault_c,12288,512,8,7,7,7,41.847011053,2142470448,2142470448
ribault_rust,12288,512,8,7,7,1,37.072135457,2142470448,2142470448
ribault_rust,12288,512,8,7,7,2,36.875076297,2142470448,2142470448
ribault_rust,12288,512,8,7,7,3,36.865852933,2142470448,2142470448
ribault_rust,12288,512,8,7,7,4,36.012718974,2142470448,2142470448
ribault_rust,12288,512,8,7,7,5,37.240791684,2142470448,2142470448
ribault_rust,12288,512,8,7,7,6,36.311735444,2142470448,2142470448
ribault_rust,12288,512,8,7,7,7,36.831026162,2142470448,2142470448
ribault_hs,12288,512,8,7,7,1,86.448461710,2142470448,2142470448
ribault_hs,12288,512,8,7,7,2,86.948229412,2142470448,2142470448
ribault_hs,12288,512,8,7,7,3,86.792153500,2142470448,2142470448
ribault_hs,12288,512,8,7,7,4,159.595298997,2142470448,2142470448
ribault_hs,12288,512,8,7,7,5,86.379755670,2142470448,2142470448
ribault_hs,12288,512,8,7,7,6,86.380361970,2142470448,2142470448
ribault_hs,12288,512,8,7,7,7,86.082991058,2142470448,2142470448
strategies,12288,512,8,7,7,1,215.031526621,2142470448,2142470448
strategies,12288,512,8,7,7,2,147.512690128,2142470448,2142470448
strategies,12288,512,8,7,7,3,157.250057268,2142470448,2142470448
strategies,12288,512,8,7,7,4,158.648802107,2142470448,2142470448
strategies,12288,512,8,7,7,5,223.352083714,2142470448,2142470448
strategies,12288,512,8,7,7,6,221.878233511,2142470448,2142470448
strategies,12288,512,8,7,7,7,220.597100046,2142470448,2142470448
timely,12288,512,8,7,7,1,34.515863407,2142470448,2142470448
timely,12288,512,8,7,7,2,36.762389488,2142470448,2142470448
timely,12288,512,8,7,7,3,36.686854677,2142470448,2142470448
timely,12288,512,8,7,7,4,37.189596634,2142470448,2142470448
timely,12288,512,8,7,7,5,37.362322474,2142470448,2142470448
timely,12288,512,8,7,7,6,36.976680964,2142470448,2142470448
timely,12288,512,8,7,7,7,37.068776785,2142470448,2142470448
sucuri,12288,512,8,7,7,1,37.13805418461561,2142470448,2142470448
sucuri,12288,512,8,7,7,2,36.40283053740859,2142470448,2142470448
sucuri,12288,512,8,7,7,3,36.7931809425354,2142470448,2142470448
sucuri,12288,512,8,7,7,4,37.445498555898666,2142470448,2142470448
sucuri,12288,512,8,7,7,5,37.25368548929691,2142470448,2142470448
sucuri,12288,512,8,7,7,6,36.913159154355526,2142470448,2142470448
sucuri,12288,512,8,7,7,7,36.841281305998564,2142470448,2142470448
ribault_c,12288,512,8,8,8,1,36.102319770,2142470448,2142470448
ribault_c,12288,512,8,8,8,2,63.941539032,2142470448,2142470448
ribault_c,12288,512,8,8,8,3,65.168467490,2142470448,2142470448
ribault_c,12288,512,8,8,8,4,36.057293804,2142470448,2142470448
ribault_c,12288,512,8,8,8,5,35.916941266,2142470448,2142470448
ribault_c,12288,512,8,8,8,6,35.918504796,2142470448,2142470448
