variant,N,P,edge_prob,seed,rep,seconds,colors,valid,rc
ghc,50,1,0.5,42,1,3.71631e-4,20,True,0
ghc,50,1,0.5,42,2,1.79237e-4,20,True,0
ghc,50,1,0.5,42,3,2.32265e-4,20,True,0
ghc,50,2,0.5,42,1,1.89367e-4,21,True,0
ghc,50,2,0.5,42,2,3.18166e-4,21,True,0
ghc,50,2,0.5,42,3,3.13187e-4,21,True,0
ghc,50,4,0.5,42,1,2.24313e-4,22,True,0
ghc,50,4,0.5,42,2,2.15009e-4,22,True,0
ghc,50,4,0.5,42,3,2.54672e-4,22,True,0
ghc,50,8,0.5,42,1,3.71611e-4,22,True,0
ghc,50,8,0.5,42,2,3.26746e-4,22,True,0
ghc,50,8,0.5,42,3,2.48692e-4,22,True,0
ghc,100,1,0.5,42,1,4.17059e-4,31,True,0
ghc,100,1,0.5,42,2,4.81669e-4,31,True,0
ghc,100,1,0.5,42,3,4.23246e-4,31,True,0
ghc,100,2,0.5,42,1,5.75558e-4,35,True,0
ghc,100,2,0.5,42,2,6.14512e-4,35,True,0
ghc,100,2,0.5,42,3,6.02493e-4,35,True,0
ghc,100,4,0.5,42,1,5.21411e-4,36,True,0
ghc,100,4,0.5,42,2,5.3416e-4,36,True,0
ghc,100,4,0.5,42,3,6.01089e-4,36,True,0
ghc,100,8,0.5,42,1,5.50461e-4,36,True,0
ghc,100,8,0.5,42,2,5.02955e-4,36,True,0
ghc,100,8,0.5,42,3,5.96195e-4,36,True,0
ghc,150,1,0.5,42,1,5.6591e-4,42,True,0
ghc,150,1,0.5,42,2,5.96419e-4,42,True,0
ghc,150,1,0.5,42,3,5.82525e-4,42,True,0
ghc,150,2,0.5,42,1,9.93452e-4,48,True,0
ghc,150,2,0.5,42,2,9.33525e-4,48,True,0
ghc,150,2,0.5,42,3,8.54364e-4,48,True,0
ghc,150,4,0.5,42,1,7.78837e-4,49,True,0
ghc,150,4,0.5,42,2,7.96285e-4,49,True,0
ghc,150,4,0.5,42,3,7.96593e-4,49,True,0
ghc,150,8,0.5,42,1,7.34681e-4,48,True,0
ghc,150,8,0.5,42,2,9.45909e-4,48,True,0
ghc,150,8,0.5,42,3,6.9781e-4,48,True,0
ghc,200,1,0.5,42,1,1.169524e-3,54,True,0
ghc,200,1,0.5,42,2,1.209362e-3,54,True,0
ghc,200,1,0.5,42,3,1.14866e-3,54,True,0
ghc,200,2,0.5,42,1,1.791449e-3,60,True,0
ghc,200,2,0.5,42,2,1.733922e-3,60,True,0
ghc,200,2,0.5,42,3,1.798002e-3,60,True,0
ghc,200,4,0.5,42,1,1.503548e-3,61,True,0
ghc,200,4,0.5,42,2,1.786132e-3,61,True,0
ghc,200,4,0.5,42,3,1.657183e-3,61,True,0
ghc,200,8,0.5,42,1,1.410521e-3,59,True,0
ghc,200,8,0.5,42,2,1.942292e-3,59,True,0
ghc,200,8,0.5,42,3,1.317128e-3,59,True,0
ghc,250,1,0.5,42,1,1.666693e-3,66,True,0
ghc,250,1,0.5,42,2,1.713117e-3,66,True,0
ghc,250,1,0.5,42,3,1.58774e-3,66,True,0
ghc,250,2,0.5,42,1,2.380725e-3,72,True,0
ghc,250,2,0.5,42,2,2.506993e-3,72,True,0
ghc,250,2,0.5,42,3,2.763962e-3,72,True,0
ghc,250,4,0.5,42,1,2.477126e-3,75,True,0
ghc,250,4,0.5,42,2,2.4118e-3,75,True,0
ghc,250,4,0.5,42,3,2.334829e-3,75,True,0
ghc,250,8,0.5,42,1,2.172209e-3,72,True,0
ghc,250,8,0.5,42,2,2.263925e-3,72,True,0
ghc,250,8,0.5,42,3,2.228161e-3,72,True,0
ghc,300,1,0.5,42,1,2.577207e-3,76,True,0
ghc,300,1,0.5,42,2,2.398875e-3,76,True,0
