variant,N,P,imb,delta,rep,seconds,rc
ghc,1000,4,75,2,7,0.012772,0
ghc,1000,4,75,2,8,0.014033,0
ghc,1000,4,75,2,9,0.015166,0
ghc,1000,4,75,2,10,0.014108,0
ghc,1000,4,75,-2,1,0.012232,0
ghc,1000,4,75,-2,2,0.012013,0
ghc,1000,4,75,-2,3,0.012002,0
ghc,1000,4,75,-2,4,0.012357,0
ghc,1000,4,75,-2,5,0.013353,0
ghc,1000,4,75,-2,6,0.014529,0
ghc,1000,4,75,-2,7,0.014250,0
ghc,1000,4,75,-2,8,0.014788,0
ghc,1000,4,75,-2,9,0.015672,0
ghc,1000,4,75,-2,10,0.013634,0
ghc,1000,4,100,0,1,0.034473,0
ghc,1000,4,100,0,2,0.033998,0
ghc,1000,4,100,0,3,0.033832,0
ghc,1000,4,100,0,4,0.033899,0
ghc,1000,4,100,0,5,0.035512,0
ghc,1000,4,100,0,6,0.033467,0
ghc,1000,4,100,0,7,0.033168,0
ghc,1000,4,100,0,8,0.033920,0
ghc,1000,4,100,0,9,0.034681,0
ghc,1000,4,100,0,10,0.034246,0
ghc,1000,4,100,2,1,0.044186,0
ghc,1000,4,100,2,2,0.044855,0
ghc,1000,4,100,2,3,0.034702,0
ghc,1000,4,100,2,4,0.033686,0
ghc,1000,4,100,2,5,0.044502,0
ghc,1000,4,100,2,6,0.033452,0
ghc,1000,4,100,2,7,0.033259,0
ghc,1000,4,100,2,8,0.033840,0
ghc,1000,4,100,2,9,0.054126,0
ghc,1000,4,100,2,10,0.033370,0
ghc,1000,4,100,-2,1,0.054361,0
ghc,1000,4,100,-2,2,0.033783,0
ghc,1000,4,100,-2,3,0.033381,0
ghc,1000,4,100,-2,4,0.033998,0
ghc,1000,4,100,-2,5,0.044814,0
ghc,1000,4,100,-2,6,0.045306,0
ghc,1000,4,100,-2,7,0.034605,0
ghc,1000,4,100,-2,8,0.043510,0
ghc,1000,4,100,-2,9,0.045336,0
ghc,1000,4,100,-2,10,0.034879,0
ghc,1000,6,1,0,1,0.012276,0
ghc,1000,6,1,0,2,0.012426,0
ghc,1000,6,1,0,3,0.012120,0
ghc,1000,6,1,0,4,0.012524,0
ghc,1000,6,1,0,5,0.012440,0
ghc,1000,6,1,0,6,0.012234,0
ghc,1000,6,1,0,7,0.012345,0
ghc,1000,6,1,0,8,0.012282,0
ghc,1000,6,1,0,9,0.012529,0
ghc,1000,6,1,0,10,0.012367,0
ghc,1000,6,1,2,1,0.012634,0
ghc,1000,6,1,2,2,0.012412,0
ghc,1000,6,1,2,3,0.012450,0
ghc,1000,6,1,2,4,0.012468,0
ghc,1000,6,1,2,5,0.012398,0
ghc,1000,6,1,2,6,0.012156,0
ghc,1000,6,1,2,7,0.012553,0
ghc,1000,6,1,2,8,0.012370,0
ghc,1000,6,1,2,9,0.012465,0
ghc,1000,6,1,2,10,0.012424,0
ghc,1000,6,1,-2,1,0.012516,0
ghc,1000,6,1,-2,2,0.012315,0
ghc,1000,6,1,-2,3,0.012769,0
ghc,1000,6,1,-2,4,0.012742,0
ghc,1000,6,1,-2,5,0.012452,0
ghc,1000,6,1,-2,6,0.012635,0
ghc,1000,6,1,-2,7,0.012479,0
ghc,1000,6,1,-2,8,0.012272,0
ghc,1000,6,1,-2,9,0.012372,0
ghc,1000,6,1,-2,10,0.012418,0
ghc,1000,6,25,0,1,0.012346,0
ghc,1000,6,25,0,2,0.011986,0
ghc,1000,6,25,0,3,0.012096,0
ghc,1000,6,25,0,4,0.012073,0
ghc,1000,6,25,0,5,0.012080,0
ghc,1000,6,25,0,6,0.012230,0
ghc,1000,6,25,0,7,0.012204,0
ghc,1000,6,25,0,8,0.012151,0
ghc,1000,6,25,0,9,0.012080,0
ghc,1000,6,25,0,10,0.012176,0
ghc,1000,6,25,2,1,0.012150,0
ghc,1000,6,25,2,2,0.012221,0
ghc,1000,6,25,2,3,0.012341,0
ghc,1000,6,25,2,4,0.012333,0
ghc,1000,6,25,2,5,0.012114,0
ghc,1000,6,25,2,6,0.012212,0
ghc,1000,6,25,2,7,0.012077,0
ghc,1000,6,25,2,8,0.011986,0
ghc,1000,6,25,2,9,0.012164,0
ghc,1000,6,25,2,10,0.012110,0
ghc,1000,6,25,-2,1,0.012240,0
ghc,1000,6,25,-2,2,0.012081,0
ghc,1000,6,25,-2,3,0.012208,0
ghc,1000,6,25,-2,4,0.012158,0
ghc,1000,6,25,-2,5,0.012102,0
ghc,1000,6,25,-2,6,0.012306,0
ghc,1000,6,25,-2,7,0.011819,0
ghc,1000,6,25,-2,8,0.012284,0
ghc,1000,6,25,-2,9,0.011965,0
ghc,1000,6,25,-2,10,0.012234,0
ghc,1000,6,50,0,1,0.012209,0
ghc,1000,6,50,0,2,0.012086,0
ghc,1000,6,50,0,3,0.012109,0
ghc,1000,6,50,0,4,0.012089,0
ghc,1000,6,50,0,5,0.012093,0
ghc,1000,6,50,0,6,0.012194,0
ghc,1000,6,50,0,7,0.012056,0
ghc,1000,6,50,0,8,0.012232,0
ghc,1000,6,50,0,9,0.012398,0
ghc,1000,6,50,0,10,0.012349,0
ghc,1000,6,50,2,1,0.012292,0
ghc,1000,6,50,2,2,0.012215,0
ghc,1000,6,50,2,3,0.012118,0
ghc,1000,6,50,2,4,0.011976,0
ghc,1000,6,50,2,5,0.012192,0
ghc,1000,6,50,2,6,0.012198,0
ghc,1000,6,50,2,7,0.012145,0
ghc,1000,6,50,2,8,0.012039,0
ghc,1000,6,50,2,9,0.012054,0
ghc,1000,6,50,2,10,0.012014,0
ghc,1000,6,50,-2,1,0.012435,0
ghc,1000,6,50,-2,2,0.012178,0
ghc,1000,6,50,-2,3,0.012207,0
ghc,1000,6,50,-2,4,0.012219,0
ghc,1000,6,50,-2,5,0.012358,0
ghc,1000,6,50,-2,6,0.012154,0
ghc,1000,6,50,-2,7,0.012213,0
ghc,1000,6,50,-2,8,0.012185,0
ghc,1000,6,50,-2,9,0.012138,0
ghc,1000,6,50,-2,10,0.012260,0
ghc,1000,6,75,0,1,0.012387,0
ghc,1000,6,75,0,2,0.012255,0
ghc,1000,6,75,0,3,0.012250,0
ghc,1000,6,75,0,4,0.012507,0
ghc,1000,6,75,0,5,0.012245,0
ghc,1000,6,75,0,6,0.012371,0
ghc,1000,6,75,0,7,0.012401,0
ghc,1000,6,75,0,8,0.012452,0
ghc,1000,6,75,0,9,0.012291,0
ghc,1000,6,75,0,10,0.012203,0
ghc,1000,6,75,2,1,0.012467,0
ghc,1000,6,75,2,2,0.012113,0
ghc,1000,6,75,2,3,0.012217,0
ghc,1000,6,75,2,4,0.012129,0
ghc,1000,6,75,2,5,0.012166,0
ghc,1000,6,75,2,6,0.012177,0
ghc,1000,6,75,2,7,0.012310,0
ghc,1000,6,75,2,8,0.012156,0
ghc,1000,6,75,2,9,0.012143,0
ghc,1000,6,75,2,10,0.012155,0
ghc,1000,6,75,-2,1,0.012298,0
ghc,1000,6,75,-2,2,0.012396,0
ghc,1000,6,75,-2,3,0.012129,0
ghc,1000,6,75,-2,4,0.012121,0
ghc,1000,6,75,-2,5,0.012188,0
ghc,1000,6,75,-2,6,0.012255,0
ghc,1000,6,75,-2,7,0.012233,0
ghc,1000,6,75,-2,8,0.012326,0
ghc,1000,6,75,-2,9,0.012397,0
ghc,1000,6,75,-2,10,0.012291,0
ghc,1000,6,100,0,1,0.057330,0
ghc,1000,6,100,0,2,0.055856,0
ghc,1000,6,100,0,3,0.056293,0
ghc,1000,6,100,0,4,0.046268,0
ghc,1000,6,100,0,5,0.057381,0
ghc,1000,6,100,0,6,0.057298,0
ghc,1000,6,100,0,7,0.055299,0
ghc,1000,6,100,0,8,0.067780,0
ghc,1000,6,100,0,9,0.068611,0
ghc,1000,6,100,0,10,0.067284,0
ghc,1000,6,100,2,1,0.056458,0
ghc,1000,6,100,2,2,0.056318,0
ghc,1000,6,100,2,3,0.056785,0
ghc,1000,6,100,2,4,0.055528,0
ghc,1000,6,100,2,5,0.055999,0
ghc,1000,6,100,2,6,0.054785,0
ghc,1000,6,100,2,7,0.054669,0
ghc,1000,6,100,2,8,0.054998,0
ghc,1000,6,100,2,9,0.055884,0
ghc,1000,6,100,2,10,0.054808,0
ghc,1000,6,100,-2,1,0.045111,0
ghc,1000,6,100,-2,2,0.056219,0
ghc,1000,6,100,-2,3,0.045545,0
ghc,1000,6,100,-2,4,0.056172,0
ghc,1000,6,100,-2,5,0.056529,0
ghc,1000,6,100,-2,6,0.055936,0
ghc,1000,6,100,-2,7,0.056565,0
ghc,1000,6,100,-2,8,0.055946,0
ghc,1000,6,100,-2,9,0.056027,0
ghc,1000,6,100,-2,10,0.057265,0
ghc,1000,8,1,0,1,0.012120,0
ghc,1000,8,1,0,2,0.012338,0
ghc,1000,8,1,0,3,0.012244,0
ghc,1000,8,1,0,4,0.012356,0
ghc,1000,8,1,0,5,0.012282,0
ghc,1000,8,1,0,6,0.012308,0
ghc,1000,8,1,0,7,0.012252,0
ghc,1000,8,1,0,8,0.012299,0
ghc,1000,8,1,0,9,0.012348,0
ghc,1000,8,1,0,10,0.012179,0
ghc,1000,8,1,2,1,0.012465,0
ghc,1000,8,1,2,2,0.012283,0
ghc,1000,8,1,2,3,0.012080,0
ghc,1000,8,1,2,4,0.012298,0
