variant,N,P,edge_prob,seed,rep,seconds,colors,valid,rc
super,50,1,0.3,42,1,0.005462444,13,True,0
super,50,1,0.3,42,2,0.005396570,13,True,0
super,50,1,0.3,42,3,0.005380637,13,True,0
super,50,2,0.3,42,1,0.005995785,13,True,0
super,50,2,0.3,42,2,0.006007504,13,True,0
super,50,2,0.3,42,3,0.006115918,13,True,0
super,50,4,0.3,42,1,0.004889712,13,True,0
super,50,4,0.3,42,2,0.004318906,13,True,0
super,50,4,0.3,42,3,0.005073536,13,True,0
super,50,8,0.3,42,1,0.005041142,13,True,0
super,50,8,0.3,42,2,0.005811942,13,True,0
super,50,8,0.3,42,3,0.005969125,13,True,0
super,100,1,0.3,42,1,0.031363026,20,True,0
super,100,1,0.3,42,2,0.031312513,20,True,0
super,100,1,0.3,42,3,0.039998705,20,True,0
super,100,2,0.3,42,1,0.025451537,20,True,0
super,100,2,0.3,42,2,0.025102142,20,True,0
super,100,2,0.3,42,3,0.025472613,20,True,0
super,100,4,0.3,42,1,0.017372633,20,True,0
super,100,4,0.3,42,2,0.014965381,20,True,0
super,100,4,0.3,42,3,0.011087268,20,True,0
super,100,8,0.3,42,1,0.015976715,20,True,0
super,100,8,0.3,42,2,0.009904837,20,True,0
super,100,8,0.3,42,3,0.010752676,20,True,0
super,150,1,0.3,42,1,0.100031992,26,True,0
super,150,1,0.3,42,2,0.100866759,26,True,0
super,150,1,0.3,42,3,0.101347321,26,True,0
super,150,2,0.3,42,1,0.073986949,26,True,0
super,150,2,0.3,42,2,0.076080470,26,True,0
super,150,2,0.3,42,3,0.076043233,26,True,0
super,150,4,0.3,42,1,0.033192390,26,True,0
super,150,4,0.3,42,2,0.023040185,26,True,0
super,150,4,0.3,42,3,0.032826929,26,True,0
super,150,8,0.3,42,1,0.023801589,26,True,0
super,150,8,0.3,42,2,0.019836199,26,True,0
super,150,8,0.3,42,3,0.016826585,26,True,0
super,200,1,0.3,42,1,0.231336690,31,True,0
super,200,1,0.3,42,2,0.230364022,31,True,0
super,200,1,0.3,42,3,0.225878034,31,True,0
super,200,2,0.3,42,1,0.168522427,31,True,0
super,200,2,0.3,42,2,0.174668050,31,True,0
super,200,2,0.3,42,3,0.175175040,31,True,0
super,200,4,0.3,42,1,0.085944130,31,True,0
super,200,4,0.3,42,2,0.073565376,31,True,0
super,200,4,0.3,42,3,0.070895728,31,True,0
super,200,8,0.3,42,1,0.027744182,31,True,0
super,200,8,0.3,42,2,0.043348258,31,True,0
super,200,8,0.3,42,3,0.036590453,31,True,0
super,250,1,0.3,42,1,0.451348810,35,True,0
super,250,1,0.3,42,2,0.441354803,35,True,0
super,250,1,0.3,42,3,0.499897015,35,True,0
super,250,2,0.3,42,1,0.329813422,35,True,0
super,250,2,0.3,42,2,0.328834000,35,True,0
super,250,2,0.3,42,3,0.265026059,35,True,0
super,250,4,0.3,42,1,0.110176795,35,True,0
super,250,4,0.3,42,2,0.113663181,35,True,0
super,250,4,0.3,42,3,0.132819822,35,True,0
super,250,8,0.3,42,1,0.039642842,35,True,0
super,250,8,0.3,42,2,0.050581640,35,True,0
super,250,8,0.3,42,3,0.056441637,35,True,0
super,300,1,0.3,42,1,0.765623549,41,True,0
super,300,1,0.3,42,2,0.768186997,41,True,0
super,300,1,0.3,42,3,0.771161728,41,True,0
super,300,2,0.3,42,1,0.567514866,41,True,0
super,300,2,0.3,42,2,0.573341460,41,True,0
super,300,2,0.3,42,3,0.563262233,41,True,0
super,300,4,0.3,42,1,0.191490259,41,True,0
super,300,4,0.3,42,2,0.223853056,41,True,0
super,300,4,0.3,42,3,0.224955251,41,True,0
super,300,8,0.3,42,1,0.079366500,41,True,0
super,300,8,0.3,42,2,0.065792138,41,True,0
super,300,8,0.3,42,3,0.068470825,41,True,0
super,350,1,0.3,42,1,1.231238708,47,True,0
super,350,1,0.3,42,2,1.231180330,47,True,0
super,350,1,0.3,42,3,1.199806770,47,True,0
super,350,2,0.3,42,1,0.892393474,47,True,0
super,350,2,0.3,42,2,0.901926628,47,True,0
super,350,2,0.3,42,3,0.897342593,47,True,0
super,350,4,0.3,42,1,0.303983407,47,True,0
super,350,4,0.3,42,2,0.300181373,47,True,0
super,350,4,0.3,42,3,0.364973547,47,True,0
super,350,8,0.3,42,1,0.123134362,47,True,0
super,350,8,0.3,42,2,0.121416486,47,True,0
super,350,8,0.3,42,3,0.094363428,47,True,0
super,400,1,0.3,42,1,1.805836680,51,True,0
super,400,1,0.3,42,2,1.804389103,51,True,0
