variant,N,P,edge_prob,seed,rep,seconds,colors,valid,rc
ghc,400,4,0.3,42,3,5.929888e-3,58,True,0
ghc,400,8,0.3,42,1,5.657703e-3,57,True,0
ghc,400,8,0.3,42,2,5.488603e-3,57,True,0
ghc,400,8,0.3,42,3,5.649177e-3,57,True,0
ghc,450,1,0.3,42,1,5.918284e-3,53,True,0
ghc,450,1,0.3,42,2,5.803296e-3,53,True,0
ghc,450,1,0.3,42,3,5.607577e-3,53,True,0
ghc,450,2,0.3,42,1,7.511715e-3,63,True,0
ghc,450,2,0.3,42,2,7.911022e-3,63,True,0
ghc,450,2,0.3,42,3,7.453381e-3,63,True,0
ghc,450,4,0.3,42,1,7.594962e-3,64,True,0
ghc,450,4,0.3,42,2,7.387258e-3,64,True,0
ghc,450,4,0.3,42,3,7.254738e-3,64,True,0
ghc,450,8,0.3,42,1,7.063745e-3,60,True,0
ghc,450,8,0.3,42,2,7.294948e-3,60,True,0
ghc,450,8,0.3,42,3,6.932772e-3,60,True,0
ghc,500,1,0.3,42,1,6.793991e-3,57,True,0
ghc,500,1,0.3,42,2,7.3472e-3,57,True,0
ghc,500,1,0.3,42,3,7.677119e-3,57,True,0
ghc,500,2,0.3,42,1,1.0423524e-2,67,True,0
ghc,500,2,0.3,42,2,1.0414431e-2,67,True,0
ghc,500,2,0.3,42,3,9.736342e-3,67,True,0
ghc,500,4,0.3,42,1,9.644695e-3,68,True,0
ghc,500,4,0.3,42,2,9.229318e-3,68,True,0
ghc,500,4,0.3,42,3,9.133767e-3,68,True,0
ghc,500,8,0.3,42,1,9.914933e-3,68,True,0
ghc,500,8,0.3,42,2,8.973008e-3,68,True,0
ghc,500,8,0.3,42,3,9.30747e-3,68,True,0
ghc,550,1,0.3,42,1,8.955899e-3,63,True,0
ghc,550,1,0.3,42,2,9.397321e-3,63,True,0
ghc,550,1,0.3,42,3,8.971306e-3,63,True,0
ghc,550,2,0.3,42,1,1.1722734e-2,73,True,0
ghc,550,2,0.3,42,2,1.3019836e-2,73,True,0
ghc,550,2,0.3,42,3,1.1903965e-2,73,True,0
ghc,550,4,0.3,42,1,1.1886154e-2,74,True,0
ghc,550,4,0.3,42,2,1.1389605e-2,74,True,0
ghc,550,4,0.3,42,3,1.1289059e-2,74,True,0
ghc,550,8,0.3,42,1,1.117061e-2,73,True,0
ghc,550,8,0.3,42,2,1.1520693e-2,73,True,0
ghc,550,8,0.3,42,3,1.1365669e-2,73,True,0
ghc,600,1,0.3,42,1,1.0873793e-2,67,True,0
ghc,600,1,0.3,42,2,1.2305513e-2,67,True,0
ghc,600,1,0.3,42,3,1.0285267e-2,67,True,0
ghc,600,2,0.3,42,1,1.2937123e-2,74,True,0
ghc,600,2,0.3,42,2,1.3409252e-2,74,True,0
ghc,600,2,0.3,42,3,1.371969e-2,74,True,0
ghc,600,4,0.3,42,1,1.651732e-2,78,True,0
ghc,600,4,0.3,42,2,1.419685e-2,78,True,0
ghc,600,4,0.3,42,3,1.4213972e-2,78,True,0
ghc,600,8,0.3,42,1,1.3552833e-2,79,True,0
ghc,600,8,0.3,42,2,1.417316e-2,79,True,0
ghc,600,8,0.3,42,3,1.6438049e-2,79,True,0
ghc,650,1,0.3,42,1,1.3522526e-2,71,True,0
ghc,650,1,0.3,42,2,1.4035e-2,71,True,0
ghc,650,1,0.3,42,3,1.3563223e-2,71,True,0
ghc,650,2,0.3,42,1,1.5203092e-2,80,True,0
ghc,650,2,0.3,42,2,1.5038188e-2,80,True,0
ghc,650,2,0.3,42,3,1.5240087e-2,80,True,0
