variant,N,P,rep,seconds,rc
asm,30000,12,3,2.693663,0
asm,30000,12,4,2.611372,0
asm,30000,12,5,2.700776,0
asm,30000,12,6,2.567996,0
asm,30000,12,7,2.512304,0
asm,30000,12,8,2.623522,0
asm,30000,12,9,2.583719,0
asm,30000,12,10,2.588137,0
asm,35000,2,1,2.606813,0
asm,35000,2,2,2.635869,0
asm,35000,2,3,2.640214,0
asm,35000,2,4,2.581985,0
asm,35000,2,5,2.638242,0
asm,35000,2,6,2.577355,0
asm,35000,2,7,2.579064,0
asm,35000,2,8,2.590316,0
asm,35000,2,9,2.687334,0
asm,35000,2,10,2.587625,0
asm,35000,4,1,2.860199,0
asm,35000,4,2,2.800897,0
asm,35000,4,3,2.817757,0
asm,35000,4,4,2.845195,0
asm,35000,4,5,2.825716,0
asm,35000,4,6,2.800551,0
asm,35000,4,7,2.873295,0
asm,35000,4,8,2.845553,0
asm,35000,4,9,2.897994,0
asm,35000,4,10,2.839047,0
asm,35000,6,1,2.749727,0
asm,35000,6,2,2.698388,0
asm,35000,6,3,2.761099,0
asm,35000,6,4,2.705432,0
asm,35000,6,5,2.779405,0
asm,35000,6,6,2.760922,0
asm,35000,6,7,2.838073,0
asm,35000,6,8,2.781990,0
asm,35000,6,9,2.732667,0
asm,35000,6,10,2.746085,0
asm,35000,8,1,2.909023,0
asm,35000,8,2,2.947266,0
asm,35000,8,3,2.978722,0
asm,35000,8,4,3.043020,0
asm,35000,8,5,3.030512,0
asm,35000,8,6,3.038633,0
asm,35000,8,7,3.010441,0
asm,35000,8,8,3.002051,0
asm,35000,8,9,2.972922,0
asm,35000,8,10,2.959476,0
asm,35000,10,1,2.923442,0
asm,35000,10,2,2.954472,0
asm,35000,10,3,2.949282,0
asm,35000,10,4,2.980444,0
asm,35000,10,5,2.962990,0
asm,35000,10,6,2.941320,0
asm,35000,10,7,2.945881,0
asm,35000,10,8,2.932321,0
asm,35000,10,9,2.951914,0
asm,35000,10,10,2.903198,0
asm,35000,12,1,2.953898,0
asm,35000,12,2,2.999921,0
asm,35000,12,3,3.046125,0
asm,35000,12,4,3.099738,0
asm,35000,12,5,3.050803,0
asm,35000,12,6,3.109371,0
asm,35000,12,7,2.950383,0
asm,35000,12,8,3.134992,0
asm,35000,12,9,3.051585,0
asm,35000,12,10,3.094520,0
asm,40000,2,1,2.969265,0
asm,40000,2,2,2.992608,0
asm,40000,2,3,2.992869,0
asm,40000,2,4,2.940211,0
asm,40000,2,5,2.937869,0
asm,40000,2,6,2.962452,0
asm,40000,2,7,3.070436,0
asm,40000,2,8,2.966560,0
asm,40000,2,9,2.943309,0
asm,40000,2,10,2.949303,0
asm,40000,4,1,3.201815,0
asm,40000,4,2,3.177885,0
asm,40000,4,3,3.135502,0
asm,40000,4,4,3.222239,0
asm,40000,4,5,3.268046,0
asm,40000,4,6,3.285510,0
asm,40000,4,7,3.150158,0
asm,40000,4,8,3.302101,0
asm,40000,4,9,3.205421,0
asm,40000,4,10,3.213339,0
asm,40000,6,1,3.108381,0
asm,40000,6,2,3.116877,0
asm,40000,6,3,3.090796,0
asm,40000,6,4,3.052628,0
asm,40000,6,5,3.070141,0
asm,40000,6,6,3.139355,0
asm,40000,6,7,3.135842,0
asm,40000,6,8,3.117292,0
asm,40000,6,9,3.092462,0
asm,40000,6,10,3.095508,0
asm,40000,8,1,3.372840,0
asm,40000,8,2,3.380321,0
asm,40000,8,3,3.404890,0
asm,40000,8,4,3.390303,0
asm,40000,8,5,3.391679,0
asm,40000,8,6,3.383425,0
asm,40000,8,7,3.386299,0
asm,40000,8,8,3.419949,0
asm,40000,8,9,3.336655,0
asm,40000,8,10,3.314673,0
asm,40000,10,1,3.341980,0
asm,40000,10,2,3.326733,0
asm,40000,10,3,3.288108,0
asm,40000,10,4,3.338318,0
asm,40000,10,5,3.307739,0
asm,40000,10,6,3.290959,0
asm,40000,10,7,3.349989,0
asm,40000,10,8,3.333247,0
asm,40000,10,9,3.337166,0
