variant,seq_len,dim_rows,dim_cols,P,rep,seconds
timely_rebalanced,300000,3,3000,3,6,34.230482987
timely_rebalanced,300000,3,3000,3,7,36.616778079
timely_rebalanced,300000,4,3000,4,1,27.290578483
timely_rebalanced,300000,4,3000,4,2,26.531747899
timely_rebalanced,300000,4,3000,4,3,26.995351998
timely_rebalanced,300000,4,3000,4,4,27.195262871
timely_rebalanced,300000,4,3000,4,5,26.764564389
timely_rebalanced,300000,4,3000,4,6,27.089507962
timely_rebalanced,300000,4,3000,4,7,27.31776215
timely_rebalanced,300000,7,3000,7,1,29.904285859
timely_rebalanced,300000,7,3000,7,2,29.440078043
timely_rebalanced,300000,7,3000,7,3,29.452926544
timely_rebalanced,300000,7,3000,7,4,29.399627863
timely_rebalanced,300000,7,3000,7,5,29.656246843
timely_rebalanced,300000,7,3000,7,6,30.262832244
timely_rebalanced,300000,7,3000,7,7,30.55852933
timely_rebalanced,300000,8,3000,8,1,14.830918725
timely_rebalanced,300000,8,3000,8,2,14.572311374
timely_rebalanced,300000,8,3000,8,3,14.896996505
timely_rebalanced,300000,8,3000,8,4,14.482200454000001
timely_rebalanced,300000,8,3000,8,5,14.506183333
timely_rebalanced,300000,8,3000,8,6,14.477426979
timely_rebalanced,300000,8,3000,8,7,14.423351649
timely_rebalanced,300000,13,3000,13,1,11.212773902
timely_rebalanced,300000,13,3000,13,2,9.884392401
timely_rebalanced,300000,13,3000,13,3,9.892842858
timely_rebalanced,300000,13,3000,13,4,9.890349078
timely_rebalanced,300000,13,3000,13,5,10.723288192
timely_rebalanced,300000,13,3000,13,6,9.913527769
timely_rebalanced,300000,13,3000,13,7,9.843318922
timely_rebalanced,300000,16,3000,16,1,9.17916956
timely_rebalanced,300000,16,3000,16,2,8.46153408
timely_rebalanced,300000,16,3000,16,3,8.519027048
timely_rebalanced,300000,16,3000,16,4,8.964123222
timely_rebalanced,300000,16,3000,16,5,8.425904475
timely_rebalanced,300000,16,3000,16,6,8.474594205
timely_rebalanced,300000,16,3000,16,7,8.537862709
timely_rebalanced,300000,19,3000,19,1,15.546283631
timely_rebalanced,300000,19,3000,19,2,15.338348696
timely_rebalanced,300000,19,3000,19,3,15.31829502
timely_rebalanced,300000,19,3000,19,4,15.350315713
timely_rebalanced,300000,19,3000,19,5,15.306455296
timely_rebalanced,300000,19,3000,19,6,15.327082656
timely_rebalanced,300000,19,3000,19,7,15.3174356
timely_rebalanced,300000,23,3000,23,1,13.269591192
timely_rebalanced,300000,23,3000,23,2,12.701822763
timely_rebalanced,300000,23,3000,23,3,12.708612331
timely_rebalanced,300000,23,3000,23,4,12.708616727
timely_rebalanced,300000,23,3000,23,5,12.706287124
timely_rebalanced,300000,23,3000,23,6,12.703069326
timely_rebalanced,300000,23,3000,23,7,12.717407247
timely_rebalanced,300000,24,3000,24,1,7.293627612
timely_rebalanced,300000,24,3000,24,2,7.184244139
timely_rebalanced,300000,24,3000,24,3,7.178253973
timely_rebalanced,300000,24,3000,24,4,7.197836308
timely_rebalanced,300000,24,3000,24,5,7.189034439
timely_rebalanced,300000,24,3000,24,6,7.195117868
timely_rebalanced,300000,24,3000,24,7,7.179113284
timely_rebalanced,300000,32,3000,32,1,7.49468481
timely_rebalanced,300000,32,3000,32,2,7.449711999
timely_rebalanced,300000,32,3000,32,3,6.8430794729999995
timely_rebalanced,300000,32,3000,32,4,7.417836118
timely_rebalanced,300000,32,3000,32,5,7.475479589
timely_rebalanced,300000,32,3000,32,6,6.826862995
timely_rebalanced,300000,32,3000,32,7,6.855141832
timely_rebalanced,300000,48,3000,48,1,10.79738874
timely_rebalanced,300000,48,3000,48,2,10.783571712
timely_rebalanced,300000,48,3000,48,3,10.617591728
timely_rebalanced,300000,48,3000,48,4,10.632578061
timely_rebalanced,300000,48,3000,48,5,10.51614589
timely_rebalanced,300000,48,3000,48,6,10.506186531
timely_rebalanced,300000,48,3000,48,7,10.42768876
timely_rebalanced,400000,2,4000,2,1,90.75371771
timely_rebalanced,400000,2,4000,2,2,91.347473278
timely_rebalanced,400000,2,4000,2,3,94.558086397
timely_rebalanced,400000,2,4000,2,4,90.317975549
timely_rebalanced,400000,2,4000,2,5,91.31540724
timely_rebalanced,400000,2,4000,2,6,91.945091577
timely_rebalanced,400000,2,4000,2,7,93.75601375
timely_rebalanced,400000,3,4000,3,1,119.054506822
timely_rebalanced,400000,3,4000,3,2,118.405046474
timely_rebalanced,400000,3,4000,3,3,117.677680933
timely_rebalanced,400000,3,4000,3,4,118.091945584
timely_rebalanced,400000,3,4000,3,5,115.557932023
timely_rebalanced,400000,3,4000,3,6,115.740085259
timely_rebalanced,400000,3,4000,3,7,119.558335152
timely_rebalanced,400000,4,4000,4,1,51.09255928
timely_rebalanced,400000,4,4000,4,2,49.171890528
timely_rebalanced,400000,4,4000,4,3,49.701322957
timely_rebalanced,400000,4,4000,4,4,49.942580183
timely_rebalanced,400000,4,4000,4,5,49.260471479
timely_rebalanced,400000,4,4000,4,6,49.838450515
timely_rebalanced,400000,4,4000,4,7,50.153884339
timely_rebalanced,400000,7,4000,7,1,29.537963331
timely_rebalanced,400000,7,4000,7,2,28.830436663
timely_rebalanced,400000,7,4000,7,3,28.553626733
timely_rebalanced,400000,7,4000,7,4,28.675697205
timely_rebalanced,400000,7,4000,7,5,29.451756843
timely_rebalanced,400000,7,4000,7,6,30.285806803
timely_rebalanced,400000,7,4000,7,7,30.180248293
timely_rebalanced,400000,8,4000,8,1,25.944463306
timely_rebalanced,400000,8,4000,8,2,25.581105886
timely_rebalanced,400000,8,4000,8,3,25.957342697
timely_rebalanced,400000,8,4000,8,4,25.661876885
timely_rebalanced,400000,8,4000,8,5,25.47803858
timely_rebalanced,400000,8,4000,8,6,25.78603252
timely_rebalanced,400000,8,4000,8,7,26.109383964
timely_rebalanced,400000,13,4000,13,1,32.329416749
timely_rebalanced,400000,13,4000,13,2,31.769711201
timely_rebalanced,400000,13,4000,13,3,31.984150762
timely_rebalanced,400000,13,4000,13,4,32.135880298000004
timely_rebalanced,400000,13,4000,13,5,32.200844458
timely_rebalanced,400000,13,4000,13,6,32.514369151
timely_rebalanced,400000,13,4000,13,7,33.0175031
timely_rebalanced,400000,16,4000,16,1,15.480329389
timely_rebalanced,400000,16,4000,16,2,15.101650436
timely_rebalanced,400000,16,4000,16,3,14.978474873
timely_rebalanced,400000,16,4000,16,4,14.93706281
timely_rebalanced,400000,16,4000,16,5,14.913513573
timely_rebalanced,400000,16,4000,16,6,14.895194825
timely_rebalanced,400000,16,4000,16,7,15.041728226
timely_rebalanced,400000,19,4000,19,1,13.325440911
timely_rebalanced,400000,19,4000,19,2,13.113938391
timely_rebalanced,400000,19,4000,19,3,13.089027468
timely_rebalanced,400000,19,4000,19,4,12.940661982
timely_rebalanced,400000,19,4000,19,5,13.124319985
timely_rebalanced,400000,19,4000,19,6,13.128090952
timely_rebalanced,400000,19,4000,19,7,12.924269124
timely_rebalanced,400000,23,4000,23,1,23.778514302
timely_rebalanced,400000,23,4000,23,2,22.517435862
timely_rebalanced,400000,23,4000,23,3,22.526469624
timely_rebalanced,400000,23,4000,23,4,22.50890765
timely_rebalanced,400000,23,4000,23,5,22.60663736
timely_rebalanced,400000,23,4000,23,6,22.485275256
timely_rebalanced,400000,23,4000,23,7,22.494342425
timely_rebalanced,400000,24,4000,24,1,12.802123874
timely_rebalanced,400000,24,4000,24,2,12.704175703
timely_rebalanced,400000,24,4000,24,3,12.684865573
timely_rebalanced,400000,24,4000,24,4,12.687641202
timely_rebalanced,400000,24,4000,24,5,12.713586511
timely_rebalanced,400000,24,4000,24,6,12.749891893000001
timely_rebalanced,400000,24,4000,24,7,12.724088202
timely_rebalanced,400000,32,4000,32,1,12.240354709
timely_rebalanced,400000,32,4000,32,2,12.18420084
timely_rebalanced,400000,32,4000,32,3,12.692447032
timely_rebalanced,400000,32,4000,32,4,12.706558517
timely_rebalanced,400000,32,4000,32,5,12.774474387
timely_rebalanced,400000,32,4000,32,6,12.091757192
timely_rebalanced,400000,32,4000,32,7,12.737422514
timely_rebalanced,400000,48,4000,48,1,26.734195499
timely_rebalanced,400000,48,4000,48,2,26.50214884
timely_rebalanced,400000,48,4000,48,3,26.918484106
timely_rebalanced,400000,48,4000,48,4,26.398285945
timely_rebalanced,400000,48,4000,48,5,26.384542366
timely_rebalanced,400000,48,4000,48,6,26.14671567
timely_rebalanced,400000,48,4000,48,7,26.428760202
timely_rebalanced,500000,2,5000,2,1,145.949705788
timely_rebalanced,500000,2,5000,2,2,145.838886423
timely_rebalanced,500000,2,5000,2,3,146.639563731
timely_rebalanced,500000,2,5000,2,4,147.124882804
timely_rebalanced,500000,2,5000,2,5,144.091235916
timely_rebalanced,500000,2,5000,2,6,146.035826567
timely_rebalanced,500000,2,5000,2,7,142.797391549
timely_rebalanced,500000,3,5000,3,1,108.659188502
timely_rebalanced,500000,3,5000,3,2,100.950416139
timely_rebalanced,500000,3,5000,3,3,101.364837282
timely_rebalanced,500000,3,5000,3,4,102.11882333
timely_rebalanced,500000,3,5000,3,5,103.099954025
timely_rebalanced,500000,3,5000,3,6,102.389536225
timely_rebalanced,500000,3,5000,3,7,102.577980239
timely_rebalanced,500000,4,5000,4,1,78.456978753
timely_rebalanced,500000,4,5000,4,2,79.539254622
timely_rebalanced,500000,4,5000,4,3,77.624610773
timely_rebalanced,500000,4,5000,4,4,78.312688709
timely_rebalanced,500000,4,5000,4,5,78.217711131
timely_rebalanced,500000,4,5000,4,6,77.35792891
timely_rebalanced,500000,4,5000,4,7,78.076100261
timely_rebalanced,500000,7,5000,7,1,59.730478567
timely_rebalanced,500000,7,5000,7,2,51.023480656
timely_rebalanced,500000,7,5000,7,3,49.12528498
timely_rebalanced,500000,7,5000,7,4,48.394326956
timely_rebalanced,500000,7,5000,7,5,50.030293978
timely_rebalanced,500000,7,5000,7,6,47.667447998
timely_rebalanced,500000,7,5000,7,7,47.862352819
timely_rebalanced,500000,8,5000,8,1,44.18144481
timely_rebalanced,500000,8,5000,8,2,42.272657757
timely_rebalanced,500000,8,5000,8,3,42.115168746
timely_rebalanced,500000,8,5000,8,4,44.109362648
timely_rebalanced,500000,8,5000,8,5,42.094825872
timely_rebalanced,500000,8,5000,8,6,44.143100968
timely_rebalanced,500000,8,5000,8,7,42.37323926
timely_rebalanced,500000,13,5000,13,1,50.37631296
timely_rebalanced,500000,13,5000,13,2,50.113811746
timely_rebalanced,500000,13,5000,13,3,50.937908478
timely_rebalanced,500000,13,5000,13,4,50.919869027
timely_rebalanced,500000,13,5000,13,5,51.132427771
timely_rebalanced,500000,13,5000,13,6,51.408178028
timely_rebalanced,500000,13,5000,13,7,51.61300283
timely_rebalanced,500000,16,5000,16,1,24.249098962
timely_rebalanced,500000,16,5000,16,2,23.909697816
timely_rebalanced,500000,16,5000,16,3,23.348067789
timely_rebalanced,500000,16,5000,16,4,23.331838561
timely_rebalanced,500000,16,5000,16,5,23.856109395
timely_rebalanced,500000,16,5000,16,6,23.360848742
timely_rebalanced,500000,16,5000,16,7,23.610077163
timely_rebalanced,500000,19,5000,19,1,36.424927757
timely_rebalanced,500000,19,5000,19,2,35.982260973
timely_rebalanced,500000,19,5000,19,3,36.014503501
timely_rebalanced,500000,19,5000,19,4,35.985579693
timely_rebalanced,500000,19,5000,19,5,36.007987283
timely_rebalanced,500000,19,5000,19,6,36.007763901
timely_rebalanced,500000,19,5000,19,7,35.980905069
timely_rebalanced,500000,23,5000,23,1,30.50928293
timely_rebalanced,500000,23,5000,23,2,30.057693548
timely_rebalanced,500000,23,5000,23,3,30.054261726
timely_rebalanced,500000,23,5000,23,4,30.059591196
timely_rebalanced,500000,23,5000,23,5,30.040130333
timely_rebalanced,500000,23,5000,23,6,30.069772391
timely_rebalanced,500000,23,5000,23,7,30.02832186
timely_rebalanced,500000,24,5000,24,1,33.881800058
timely_rebalanced,500000,24,5000,24,2,33.624392056
timely_rebalanced,500000,24,5000,24,3,33.737688623
timely_rebalanced,500000,24,5000,24,4,33.631014204
timely_rebalanced,500000,24,5000,24,5,33.601579789
timely_rebalanced,500000,24,5000,24,6,34.019659297
timely_rebalanced,500000,24,5000,24,7,35.339816194
timely_rebalanced,500000,32,5000,32,1,18.956566877
timely_rebalanced,500000,32,5000,32,2,19.624221124
timely_rebalanced,500000,32,5000,32,3,18.796876609999998
timely_rebalanced,500000,32,5000,32,4,19.638043283000002
timely_rebalanced,500000,32,5000,32,5,18.829135146
timely_rebalanced,500000,32,5000,32,6,19.50610796
timely_rebalanced,500000,32,5000,32,7,19.792358416
timely_rebalanced,500000,48,5000,48,1,25.87720554
timely_rebalanced,500000,48,5000,48,2,25.440074362
timely_rebalanced,500000,48,5000,48,3,25.318720348
timely_rebalanced,500000,48,5000,48,4,25.233575879
timely_rebalanced,500000,48,5000,48,5,25.656643069
timely_rebalanced,500000,48,5000,48,6,25.661154566
timely_rebalanced,500000,48,5000,48,7,25.574124169
seq_c,100000,1,1,1,1,28.267596
seq_rust,100000,1,1,1,1,28.309567436
seq_c,100000,1,1,1,2,28.147733
seq_rust,100000,1,1,1,2,28.539895349
seq_c,100000,1,1,1,3,28.387193
seq_rust,100000,1,1,1,3,29.054420034
seq_c,100000,1,1,1,4,28.583936
seq_rust,100000,1,1,1,4,29.038834563
seq_c,100000,1,1,1,5,28.708952
seq_rust,100000,1,1,1,5,27.995655385
seq_c,100000,1,1,1,6,28.606900
seq_rust,100000,1,1,1,6,28.962829771
seq_c,100000,1,1,1,7,28.703931
seq_rust,100000,1,1,1,7,28.975019303
seq_c,200000,1,1,1,1,115.435829
seq_rust,200000,1,1,1,1,115.148141622
seq_c,200000,1,1,1,2,116.206071
seq_rust,200000,1,1,1,2,118.296510356
seq_c,200000,1,1,1,3,114.826871
seq_rust,200000,1,1,1,3,116.156885114
seq_c,200000,1,1,1,4,114.664587
seq_rust,200000,1,1,1,4,117.280257841
seq_c,200000,1,1,1,5,117.231131
seq_rust,200000,1,1,1,5,117.554405856
seq_c,200000,1,1,1,6,114.070955
seq_rust,200000,1,1,1,6,115.671489952
seq_c,200000,1,1,1,7,116.976745
seq_rust,200000,1,1,1,7,114.894100634
seq_c,300000,1,1,1,1,269.609499
seq_rust,300000,1,1,1,1,266.615280455
seq_c,300000,1,1,1,2,263.157090
seq_rust,300000,1,1,1,2,263.685560163
seq_c,300000,1,1,1,3,261.457939
seq_rust,300000,1,1,1,3,257.961955186
seq_c,300000,1,1,1,4,263.842338
seq_rust,300000,1,1,1,4,260.935386797
seq_c,300000,1,1,1,5,262.867807
seq_rust,300000,1,1,1,5,263.642094369
seq_c,300000,1,1,1,6,259.225412
seq_rust,300000,1,1,1,6,261.701324328
seq_c,300000,1,1,1,7,261.123251
seq_rust,300000,1,1,1,7,266.276388997
seq_c,400000,1,1,1,1,471.769352
seq_rust,400000,1,1,1,1,476.285420716
seq_c,400000,1,1,1,2,471.356276
seq_rust,400000,1,1,1,2,470.833130199
seq_c,400000,1,1,1,3,465.604755
seq_rust,400000,1,1,1,3,481.058830577
seq_c,400000,1,1,1,4,476.360833
seq_rust,400000,1,1,1,4,479.905922561
seq_c,400000,1,1,1,5,470.297004
seq_rust,400000,1,1,1,5,475.582707063
seq_c,400000,1,1,1,6,473.464663
seq_rust,400000,1,1,1,6,475.251418157
seq_c,400000,1,1,1,7,472.378129
seq_rust,400000,1,1,1,7,470.340238079
seq_c,500000,1,1,1,1,720.893744
seq_rust,500000,1,1,1,1,747.094319923
seq_c,500000,1,1,1,2,731.940976
seq_rust,500000,1,1,1,2,735.692564798
seq_c,500000,1,1,1,3,747.497401
seq_rust,500000,1,1,1,3,739.303118082
seq_c,500000,1,1,1,4,740.940781
seq_rust,500000,1,1,1,4,739.348582016
seq_c,500000,1,1,1,5,728.689655
seq_rust,500000,1,1,1,5,741.883955122
seq_c,500000,1,1,1,6,726.590809
seq_rust,500000,1,1,1,6,739.087697745
seq_c,500000,1,1,1,7,739.799362
seq_rust,500000,1,1,1,7,735.06265956
