variant,seq_len,dim_rows,dim_cols,P,rep,seconds
ribault_c,500000,4,5000,4,5,48.296644793
ribault_c,500000,4,5000,4,6,47.977750896
ribault_c,500000,4,5000,4,7,47.751002494
ribault_c,500000,8,5000,8,1,26.910341163
ribault_c,500000,8,5000,8,2,26.079666152
ribault_c,500000,8,5000,8,3,25.348594965
ribault_c,500000,8,5000,8,4,25.446299124
ribault_c,500000,8,5000,8,5,25.228790336
ribault_c,500000,8,5000,8,6,25.376661208
ribault_c,500000,8,5000,8,7,25.918528524
ribault_c,500000,16,5000,16,1,15.384961241
ribault_c,500000,16,5000,16,2,15.918049138
ribault_c,500000,16,5000,16,3,14.856790276
ribault_c,500000,16,5000,16,4,14.765935913
ribault_c,500000,16,5000,16,5,14.765657370
ribault_c,500000,16,5000,16,6,14.827604656
ribault_c,500000,16,5000,16,7,14.914662544
ribault_c,500000,24,5000,24,1,14.796885354
ribault_c,500000,24,5000,24,2,14.860242232
ribault_c,500000,24,5000,24,3,14.744357680
ribault_c,500000,24,5000,24,4,14.880085890
ribault_c,500000,24,5000,24,5,14.898798122
ribault_c,500000,24,5000,24,6,14.630594888
ribault_c,500000,24,5000,24,7,14.689175362
ribault_c,500000,32,5000,32,1,14.394751610
ribault_c,500000,32,5000,32,2,14.323670242
ribault_c,500000,32,5000,32,3,14.066469634
ribault_c,500000,32,5000,32,4,14.059748562
ribault_c,500000,32,5000,32,5,14.103654992
ribault_c,500000,32,5000,32,6,13.942427210
ribault_c,500000,32,5000,32,7,14.230405185
ribault_c,500000,48,5000,48,1,16.883659964
ribault_c,500000,48,5000,48,2,17.991330806
ribault_c,500000,48,5000,48,3,21.204118859
ribault_c,500000,48,5000,48,4,18.211880676
ribault_c,500000,48,5000,48,5,21.047918488
ribault_c,500000,48,5000,48,6,17.741745264
ribault_c,500000,48,5000,48,7,18.843994431
ribault_rust,500000,2,5000,2,1,139.278390160
ribault_rust,500000,2,5000,2,2,139.251977106
ribault_rust,500000,2,5000,2,3,138.876450909
ribault_rust,500000,2,5000,2,4,137.731958040
ribault_rust,500000,2,5000,2,5,137.369372710
ribault_rust,500000,2,5000,2,6,138.183461513
ribault_rust,500000,2,5000,2,7,138.154078885
ribault_rust,500000,4,5000,4,1,72.169780790
ribault_rust,500000,4,5000,4,2,73.004231497
ribault_rust,500000,4,5000,4,3,72.521733308
ribault_rust,500000,4,5000,4,4,72.656994901
ribault_rust,500000,4,5000,4,5,72.264577125
ribault_rust,500000,4,5000,4,6,72.192865187
ribault_rust,500000,4,5000,4,7,72.940726494
ribault_rust,500000,8,5000,8,1,39.499376267
ribault_rust,500000,8,5000,8,2,39.024536127
ribault_rust,500000,8,5000,8,3,38.857269371
ribault_rust,500000,8,5000,8,4,39.294371117
ribault_rust,500000,8,5000,8,5,39.464769332
ribault_rust,500000,8,5000,8,6,39.067023262
ribault_rust,500000,8,5000,8,7,39.726269671
ribault_rust,500000,16,5000,16,1,23.037732570
ribault_rust,500000,16,5000,16,2,22.817421029
ribault_rust,500000,16,5000,16,3,22.573638424
ribault_rust,500000,16,5000,16,4,22.694552127
ribault_rust,500000,16,5000,16,5,22.587240449
ribault_rust,500000,16,5000,16,6,23.202670716
ribault_rust,500000,16,5000,16,7,26.530942779
ribault_rust,500000,24,5000,24,1,17.757366776
ribault_rust,500000,24,5000,24,2,17.767295768
ribault_rust,500000,24,5000,24,3,17.732777065
ribault_rust,500000,24,5000,24,4,18.575389978
ribault_rust,500000,24,5000,24,5,17.776530263
ribault_rust,500000,24,5000,24,6,17.903323567
ribault_rust,500000,24,5000,24,7,18.724423220
ribault_rust,500000,32,5000,32,1,18.400428961
ribault_rust,500000,32,5000,32,2,18.309441345
ribault_rust,500000,32,5000,32,3,18.500226720
ribault_rust,500000,32,5000,32,4,18.623472974
ribault_rust,500000,32,5000,32,5,18.478430989
ribault_rust,500000,32,5000,32,6,18.314961749
ribault_rust,500000,32,5000,32,7,18.539022135
ribault_rust,500000,48,5000,48,1,27.118678263
ribault_rust,500000,48,5000,48,2,21.721579889
ribault_rust,500000,48,5000,48,3,21.764107105
ribault_rust,500000,48,5000,48,4,24.754387320
ribault_rust,500000,48,5000,48,5,22.542177609
ribault_rust,500000,48,5000,48,6,23.153598390
ribault_rust,500000,48,5000,48,7,22.148630315
sucuri,500000,2,5000,2,1,404.770625
sucuri,500000,2,5000,2,2,401.071140
sucuri,500000,2,5000,2,3,394.024080
sucuri,500000,2,5000,2,4,402.560858
sucuri,500000,2,5000,2,5,392.564751
sucuri,500000,2,5000,2,6,398.239309
sucuri,500000,2,5000,2,7,396.368632
sucuri,500000,4,5000,4,1,191.594994
sucuri,500000,4,5000,4,2,192.979403
sucuri,500000,4,5000,4,3,192.214457
sucuri,500000,4,5000,4,4,192.497327
sucuri,500000,4,5000,4,5,190.083958
sucuri,500000,4,5000,4,6,187.424555
sucuri,500000,4,5000,4,7,190.844972
sucuri,500000,8,5000,8,1,169.346574
sucuri,500000,8,5000,8,2,167.993468
sucuri,500000,8,5000,8,3,167.890723
sucuri,500000,8,5000,8,4,168.566079
sucuri,500000,8,5000,8,5,165.835052
sucuri,500000,8,5000,8,6,164.507896
sucuri,500000,8,5000,8,7,165.085937
sucuri,500000,16,5000,16,1,160.944320
sucuri,500000,16,5000,16,2,158.349444
sucuri,500000,16,5000,16,3,158.726452
sucuri,500000,16,5000,16,4,160.399007
sucuri,500000,16,5000,16,5,160.239702
sucuri,500000,16,5000,16,6,160.929764
sucuri,500000,16,5000,16,7,162.440135
sucuri,500000,24,5000,24,1,159.938347
sucuri,500000,24,5000,24,2,162.607274
sucuri,500000,24,5000,24,3,162.205230
sucuri,500000,24,5000,24,4,163.512038
sucuri,500000,24,5000,24,5,163.217511
sucuri,500000,24,5000,24,6,162.985175
sucuri,500000,24,5000,24,7,162.345659
sucuri,500000,32,5000,32,1,172.161495
sucuri,500000,32,5000,32,2,170.229719
sucuri,500000,32,5000,32,3,169.181944
sucuri,500000,32,5000,32,4,179.092019
sucuri,500000,32,5000,32,5,174.901352
sucuri,500000,32,5000,32,6,182.061601
sucuri,500000,32,5000,32,7,172.578891
sucuri,500000,48,5000,48,1,184.383203
sucuri,500000,48,5000,48,2,176.614397
sucuri,500000,48,5000,48,3,193.479247
sucuri,500000,48,5000,48,4,187.497327
sucuri,500000,48,5000,48,5,200.657011
sucuri,500000,48,5000,48,6,193.861023
sucuri,500000,48,5000,48,7,192.022520
timely,500000,2,5000,2,1,145.933387456
timely,500000,2,5000,2,2,144.292530748
timely,500000,2,5000,2,3,147.736423814
timely,500000,2,5000,2,4,147.337578633
timely,500000,2,5000,2,5,145.564082419
timely,500000,2,5000,2,6,156.057467055
timely,500000,2,5000,2,7,144.628588546
timely,500000,4,5000,4,1,72.9182257
timely,500000,4,5000,4,2,73.227678573
timely,500000,4,5000,4,3,73.756531063
timely,500000,4,5000,4,4,73.691954115
timely,500000,4,5000,4,5,75.627337445
timely,500000,4,5000,4,6,75.355526857
timely,500000,4,5000,4,7,74.708934526
timely,500000,8,5000,8,1,42.957759133
timely,500000,8,5000,8,2,41.908170838
timely,500000,8,5000,8,3,41.835274492
timely,500000,8,5000,8,4,41.385013023
timely,500000,8,5000,8,5,42.447449094
timely,500000,8,5000,8,6,42.46470761
timely,500000,8,5000,8,7,42.479513131
timely,500000,16,5000,16,1,24.43521899
timely,500000,16,5000,16,2,23.182505432
timely,500000,16,5000,16,3,23.185953108
timely,500000,16,5000,16,4,23.268164753
timely,500000,16,5000,16,5,23.316289842
timely,500000,16,5000,16,6,23.235796509
timely,500000,16,5000,16,7,23.268907803
timely,500000,24,5000,24,1,33.482815435
timely,500000,24,5000,24,2,33.371189027
timely,500000,24,5000,24,3,33.299467341
timely,500000,24,5000,24,4,33.280497271
timely,500000,24,5000,24,5,33.30674612
timely,500000,24,5000,24,6,33.287640274
timely,500000,24,5000,24,7,34.010966972
timely,500000,32,5000,32,1,19.249433678
timely,500000,32,5000,32,2,19.173952719
timely,500000,32,5000,32,3,19.202434661
timely,500000,32,5000,32,4,19.290551739
timely,500000,32,5000,32,5,19.128287299
timely,500000,32,5000,32,6,19.138492667
timely,500000,32,5000,32,7,19.134081032
timely,500000,48,5000,48,1,26.038550838
timely,500000,48,5000,48,2,25.88152802
timely,500000,48,5000,48,3,25.753725442
timely,500000,48,5000,48,4,25.679488597
timely,500000,48,5000,48,5,25.807765424
timely,500000,48,5000,48,6,25.839313329
timely,500000,48,5000,48,7,25.52667046
seq,500000,1,1,1,1,1789.619836715
seq,500000,1,1,1,2,1634.138142379
seq,500000,1,1,1,3,1524.727665504
seq,500000,1,1,1,4,1756.313677292
seq,500000,1,1,1,5,1564.082433138
seq,500000,1,1,1,6,1510.187186024
seq,500000,1,1,1,7,1621.432725965
super,500000,3,5000,3,1,443.772970634
super,500000,3,5000,3,2,452.673143560
super,500000,3,5000,3,3,453.052381729
super,500000,3,5000,3,4,453.729074114
super,500000,3,5000,3,5,456.523117298
super,500000,3,5000,3,6,460.251209649
super,500000,3,5000,3,7,458.203495943
strategies,500000,3,5000,3,1,645.954399082
strategies,500000,3,5000,3,2,636.561222254
strategies,500000,3,5000,3,3,576.089187122
strategies,500000,3,5000,3,4,622.818278342
strategies,500000,3,5000,3,5,589.250667057
strategies,500000,3,5000,3,6,608.04706093
strategies,500000,3,5000,3,7,593.980070427
super,500000,7,5000,7,1,254.601980197
super,500000,7,5000,7,2,253.761079741
super,500000,7,5000,7,3,253.716924411
super,500000,7,5000,7,4,251.211483484
super,500000,7,5000,7,5,249.442184826
super,500000,7,5000,7,6,254.004206999
super,500000,7,5000,7,7,257.549229160
strategies,500000,7,5000,7,1,375.712618938
strategies,500000,7,5000,7,2,287.069312471
strategies,500000,7,5000,7,3,282.001960865
strategies,500000,7,5000,7,4,276.685071017
strategies,500000,7,5000,7,5,283.647231582
strategies,500000,7,5000,7,6,277.966273806
strategies,500000,7,5000,7,7,275.916774702
super,500000,13,5000,13,1,174.646637533
super,500000,13,5000,13,2,170.325760854
super,500000,13,5000,13,3,176.820326913
super,500000,13,5000,13,4,174.369622426
super,500000,13,5000,13,5,172.588253597
super,500000,13,5000,13,6,173.176116870
super,500000,13,5000,13,7,171.858891696
strategies,500000,13,5000,13,1,229.378938557
strategies,500000,13,5000,13,2,223.325959591
strategies,500000,13,5000,13,3,222.59383913
strategies,500000,13,5000,13,4,215.670781055
strategies,500000,13,5000,13,5,208.99840697
strategies,500000,13,5000,13,6,212.655297443
strategies,500000,13,5000,13,7,205.691423241
super,500000,19,5000,19,1,126.275485485
super,500000,19,5000,19,2,129.184511404
super,500000,19,5000,19,3,129.917943353
super,500000,19,5000,19,4,127.762162325
super,500000,19,5000,19,5,128.921188104
super,500000,19,5000,19,6,126.986919404
super,500000,19,5000,19,7,128.379128074
strategies,500000,19,5000,19,1,163.263744801
strategies,500000,19,5000,19,2,164.590367891
strategies,500000,19,5000,19,3,163.105810062
strategies,500000,19,5000,19,4,164.062059977
strategies,500000,19,5000,19,5,161.574247928
strategies,500000,19,5000,19,6,164.311367022
strategies,500000,19,5000,19,7,165.101998564
super,500000,23,5000,23,1,111.139567970
super,500000,23,5000,23,2,111.408266100
super,500000,23,5000,23,3,111.157400441
super,500000,23,5000,23,4,109.266206356
super,500000,23,5000,23,5,107.742048157
super,500000,23,5000,23,6,107.841443847
super,500000,23,5000,23,7,107.308697591
strategies,500000,23,5000,23,1,144.876888012
strategies,500000,23,5000,23,2,146.46279809
strategies,500000,23,5000,23,3,145.175972399
strategies,500000,23,5000,23,4,145.437562115
strategies,500000,23,5000,23,5,143.21617123
strategies,500000,23,5000,23,6,145.644314743
strategies,500000,23,5000,23,7,145.240244065
ribault_c,500000,3,5000,3,1,62.605856956
ribault_c,500000,3,5000,3,2,61.345129079
ribault_c,500000,3,5000,3,3,60.902436808
ribault_c,500000,3,5000,3,4,60.380352119
ribault_c,500000,3,5000,3,5,60.277872706
ribault_c,500000,3,5000,3,6,61.139958844
ribault_c,500000,3,5000,3,7,60.339012978
ribault_c,500000,7,5000,7,1,29.615380960
ribault_c,500000,7,5000,7,2,28.722897830
ribault_c,500000,7,5000,7,3,28.575825421
ribault_c,500000,7,5000,7,4,28.126985009
ribault_c,500000,7,5000,7,5,28.389310840
ribault_c,500000,7,5000,7,6,28.860466374
ribault_c,500000,7,5000,7,7,28.702388755
ribault_c,500000,13,5000,13,1,17.580463420
ribault_c,500000,13,5000,13,2,19.406084877
ribault_c,500000,13,5000,13,3,19.840540552
ribault_c,500000,13,5000,13,4,19.769842856
ribault_c,500000,13,5000,13,5,19.366651757
ribault_c,500000,13,5000,13,6,20.233203543
ribault_c,500000,13,5000,13,7,19.291852535
ribault_c,500000,19,5000,19,1,13.485438660
ribault_c,500000,19,5000,19,2,13.486621355
ribault_c,500000,19,5000,19,3,13.777184731
ribault_c,500000,19,5000,19,4,13.411667769
ribault_c,500000,19,5000,19,5,13.327639576
ribault_c,500000,19,5000,19,6,13.527067601
ribault_c,500000,19,5000,19,7,13.523933454
ribault_c,500000,23,5000,23,1,12.666984019
ribault_c,500000,23,5000,23,2,12.591541337
ribault_c,500000,23,5000,23,3,12.649237346
ribault_c,500000,23,5000,23,4,12.619206350
ribault_c,500000,23,5000,23,5,12.484761424
ribault_c,500000,23,5000,23,6,12.781324775
ribault_c,500000,23,5000,23,7,12.586168597
ribault_rust,500000,3,5000,3,1,93.817752218
ribault_rust,500000,3,5000,3,2,92.811464381
ribault_rust,500000,3,5000,3,3,91.675340716
ribault_rust,500000,3,5000,3,4,93.577092176
ribault_rust,500000,3,5000,3,5,92.658026619
ribault_rust,500000,3,5000,3,6,92.306110951
ribault_rust,500000,3,5000,3,7,93.409616643
ribault_rust,500000,7,5000,7,1,42.758912569
ribault_rust,500000,7,5000,7,2,42.936845097
ribault_rust,500000,7,5000,7,3,43.401681224
ribault_rust,500000,7,5000,7,4,43.424839393
ribault_rust,500000,7,5000,7,5,43.480833871
ribault_rust,500000,7,5000,7,6,43.897013153
ribault_rust,500000,7,5000,7,7,43.696340673
ribault_rust,500000,13,5000,13,1,26.024509207
ribault_rust,500000,13,5000,13,2,29.003989448
ribault_rust,500000,13,5000,13,3,29.662342799
ribault_rust,500000,13,5000,13,4,28.775843040
ribault_rust,500000,13,5000,13,5,30.251275705
ribault_rust,500000,13,5000,13,6,28.193431801
ribault_rust,500000,13,5000,13,7,29.769038641
ribault_rust,500000,19,5000,19,1,19.516202781
ribault_rust,500000,19,5000,19,2,23.173879401
ribault_rust,500000,19,5000,19,3,19.210408559
ribault_rust,500000,19,5000,19,4,19.241525969
ribault_rust,500000,19,5000,19,5,22.256261103
ribault_rust,500000,19,5000,19,6,20.789113502
ribault_rust,500000,19,5000,19,7,19.724699347
ribault_rust,500000,23,5000,23,1,16.688615125
ribault_rust,500000,23,5000,23,2,18.642270417
ribault_rust,500000,23,5000,23,3,16.866465858
ribault_rust,500000,23,5000,23,4,16.838357345
ribault_rust,500000,23,5000,23,5,18.410155503
ribault_rust,500000,23,5000,23,6,16.809604365
ribault_rust,500000,23,5000,23,7,16.714558311
sucuri,500000,3,5000,3,1,251.063694
sucuri,500000,3,5000,3,2,247.444695
sucuri,500000,3,5000,3,3,245.173696
sucuri,500000,3,5000,3,4,244.656560
sucuri,500000,3,5000,3,5,251.877051
sucuri,500000,3,5000,3,6,250.453559
sucuri,500000,3,5000,3,7,253.440148
sucuri,500000,7,5000,7,1,174.448238
sucuri,500000,7,5000,7,2,167.155884
sucuri,500000,7,5000,7,3,170.437694
sucuri,500000,7,5000,7,4,172.138516
sucuri,500000,7,5000,7,5,179.004642
sucuri,500000,7,5000,7,6,169.971855
sucuri,500000,7,5000,7,7,175.290520
sucuri,500000,13,5000,13,1,160.079461
sucuri,500000,13,5000,13,2,160.543607
sucuri,500000,13,5000,13,3,160.295659
sucuri,500000,13,5000,13,4,158.918029
sucuri,500000,13,5000,13,5,162.318924
sucuri,500000,13,5000,13,6,158.774022
sucuri,500000,13,5000,13,7,158.214461
sucuri,500000,19,5000,19,1,169.160067
sucuri,500000,19,5000,19,2,170.942832
sucuri,500000,19,5000,19,3,167.006700
sucuri,500000,19,5000,19,4,168.958901
sucuri,500000,19,5000,19,5,170.970846
sucuri,500000,19,5000,19,6,209.221358
sucuri,500000,19,5000,19,7,170.078041
sucuri,500000,23,5000,23,1,162.042335
sucuri,500000,23,5000,23,2,164.577949
sucuri,500000,23,5000,23,3,163.832785
sucuri,500000,23,5000,23,4,162.567997
sucuri,500000,23,5000,23,5,163.133385
sucuri,500000,23,5000,23,6,165.368725
sucuri,500000,23,5000,23,7,163.976714
timely,500000,3,5000,3,1,95.11473896
timely,500000,3,5000,3,2,93.726007947
timely,500000,3,5000,3,3,94.473357558
timely,500000,3,5000,3,4,95.385760454
timely,500000,3,5000,3,5,97.751552389
timely,500000,3,5000,3,6,96.724281046
timely,500000,3,5000,3,7,95.181555511
timely,500000,7,5000,7,1,45.217297205
timely,500000,7,5000,7,2,46.276111652
timely,500000,7,5000,7,3,46.300422763
timely,500000,7,5000,7,4,45.626141208
timely,500000,7,5000,7,5,45.960439167
timely,500000,7,5000,7,6,47.820298969
timely,500000,7,5000,7,7,45.850438993
timely,500000,13,5000,13,1,50.40021601
timely,500000,13,5000,13,2,50.8469499
timely,500000,13,5000,13,3,50.647479704
timely,500000,13,5000,13,4,50.505671747
timely,500000,13,5000,13,5,50.317129316
timely,500000,13,5000,13,6,50.756947309
timely,500000,13,5000,13,7,51.196723495
timely,500000,19,5000,19,1,36.064609329
timely,500000,19,5000,19,2,35.531898368
timely,500000,19,5000,19,3,35.529734515
timely,500000,19,5000,19,4,35.533382317
timely,500000,19,5000,19,5,35.539573553
timely,500000,19,5000,19,6,35.556827297
timely,500000,19,5000,19,7,35.565683768
timely,500000,23,5000,23,1,30.083152056
timely,500000,23,5000,23,2,29.647553095
timely,500000,23,5000,23,3,29.636538022
timely,500000,23,5000,23,4,29.65874978
timely,500000,23,5000,23,5,29.655819464
timely,500000,23,5000,23,6,29.625318073
timely,500000,23,5000,23,7,29.619795602
timely_rebalanced,100000,2,1000,2,1,6.519112647
timely_rebalanced,100000,2,1000,2,2,5.896786265
timely_rebalanced,100000,2,1000,2,3,5.80920665
timely_rebalanced,100000,2,1000,2,4,5.829675175
timely_rebalanced,100000,2,1000,2,5,5.805756072
timely_rebalanced,100000,2,1000,2,6,5.838489359
timely_rebalanced,100000,2,1000,2,7,5.839201112
timely_rebalanced,100000,3,1000,3,1,7.9789418869999995
timely_rebalanced,100000,3,1000,3,2,7.195244992
timely_rebalanced,100000,3,1000,3,3,7.281995584
timely_rebalanced,100000,3,1000,3,4,7.562588606
timely_rebalanced,100000,3,1000,3,5,7.309928349
timely_rebalanced,100000,3,1000,3,6,7.370803115
timely_rebalanced,100000,3,1000,3,7,7.339580752
timely_rebalanced,100000,4,1000,4,1,3.723557719
timely_rebalanced,100000,4,1000,4,2,3.11460333
timely_rebalanced,100000,4,1000,4,3,3.103234282
timely_rebalanced,100000,4,1000,4,4,3.120706528
timely_rebalanced,100000,4,1000,4,5,3.134989027
timely_rebalanced,100000,4,1000,4,6,3.050681114
timely_rebalanced,100000,4,1000,4,7,3.069590998
timely_rebalanced,100000,7,1000,7,1,3.962863908
timely_rebalanced,100000,7,1000,7,2,3.358520982
timely_rebalanced,100000,7,1000,7,3,3.423557149
timely_rebalanced,100000,7,1000,7,4,3.3832179399999998
timely_rebalanced,100000,7,1000,7,5,3.440267569
timely_rebalanced,100000,7,1000,7,6,3.39707184
timely_rebalanced,100000,7,1000,7,7,3.34448989
timely_rebalanced,100000,8,1000,8,1,1.965388195
timely_rebalanced,100000,8,1000,8,2,1.715046238
timely_rebalanced,100000,8,1000,8,3,1.709271845
timely_rebalanced,100000,8,1000,8,4,1.682322272
timely_rebalanced,100000,8,1000,8,5,1.666756517
timely_rebalanced,100000,8,1000,8,6,1.653706616
timely_rebalanced,100000,8,1000,8,7,1.6755964840000002
timely_rebalanced,100000,13,1000,13,1,1.683200207
timely_rebalanced,100000,13,1000,13,2,1.199656117
timely_rebalanced,100000,13,1000,13,3,1.150161748
timely_rebalanced,100000,13,1000,13,4,1.153430956
timely_rebalanced,100000,13,1000,13,5,1.152210018
timely_rebalanced,100000,13,1000,13,6,1.150953174
timely_rebalanced,100000,13,1000,13,7,1.155694714
timely_rebalanced,100000,16,1000,16,1,1.373132788
timely_rebalanced,100000,16,1000,16,2,1.116024998
timely_rebalanced,100000,16,1000,16,3,1.031093026
timely_rebalanced,100000,16,1000,16,4,1.038182852
timely_rebalanced,100000,16,1000,16,5,1.009892062
timely_rebalanced,100000,16,1000,16,6,1.027491411
timely_rebalanced,100000,16,1000,16,7,1.040897489
timely_rebalanced,100000,19,1000,19,1,1.984470867
timely_rebalanced,100000,19,1000,19,2,1.527875196
timely_rebalanced,100000,19,1000,19,3,1.531677967
timely_rebalanced,100000,19,1000,19,4,1.5308647770000001
timely_rebalanced,100000,19,1000,19,5,1.5327063440000002
timely_rebalanced,100000,19,1000,19,6,1.531492683
timely_rebalanced,100000,19,1000,19,7,1.532188286
timely_rebalanced,100000,23,1000,23,1,1.673108118
timely_rebalanced,100000,23,1000,23,2,1.488196965
timely_rebalanced,100000,23,1000,23,3,1.467237995
timely_rebalanced,100000,23,1000,23,4,1.466544486
timely_rebalanced,100000,23,1000,23,5,1.475655467
timely_rebalanced,100000,23,1000,23,6,1.465229796
timely_rebalanced,100000,23,1000,23,7,1.466318176
timely_rebalanced,100000,24,1000,24,1,1.732109183
timely_rebalanced,100000,24,1000,24,2,0.853509365
timely_rebalanced,100000,24,1000,24,3,0.857125244
timely_rebalanced,100000,24,1000,24,4,0.862203399
timely_rebalanced,100000,24,1000,24,5,0.856253499
timely_rebalanced,100000,24,1000,24,6,0.861371029
timely_rebalanced,100000,24,1000,24,7,0.864230882
timely_rebalanced,100000,32,1000,32,1,1.182590207
timely_rebalanced,100000,32,1000,32,2,0.908214793
timely_rebalanced,100000,32,1000,32,3,0.925050362
timely_rebalanced,100000,32,1000,32,4,0.929798256
timely_rebalanced,100000,32,1000,32,5,0.920014676
timely_rebalanced,100000,32,1000,32,6,0.849014317
timely_rebalanced,100000,32,1000,32,7,0.920158808
timely_rebalanced,100000,48,1000,48,1,3.134116524
timely_rebalanced,100000,48,1000,48,2,2.693379647
timely_rebalanced,100000,48,1000,48,3,2.652589492
timely_rebalanced,100000,48,1000,48,4,2.714822232
timely_rebalanced,100000,48,1000,48,5,2.840404257
timely_rebalanced,100000,48,1000,48,6,2.784252114
timely_rebalanced,100000,48,1000,48,7,2.79229585
timely_rebalanced,200000,2,2000,2,1,22.694450745
timely_rebalanced,200000,2,2000,2,2,22.64612674
timely_rebalanced,200000,2,2000,2,3,24.412342535
timely_rebalanced,200000,2,2000,2,4,23.3569735
timely_rebalanced,200000,2,2000,2,5,23.34107228
timely_rebalanced,200000,2,2000,2,6,23.277036089
timely_rebalanced,200000,2,2000,2,7,23.367874814
timely_rebalanced,200000,3,2000,3,1,16.330152831
timely_rebalanced,200000,3,2000,3,2,16.10415995
timely_rebalanced,200000,3,2000,3,3,16.458207507
timely_rebalanced,200000,3,2000,3,4,16.958733487
timely_rebalanced,200000,3,2000,3,5,17.236222296
timely_rebalanced,200000,3,2000,3,6,16.194682955
timely_rebalanced,200000,3,2000,3,7,17.382305518
timely_rebalanced,200000,4,2000,4,1,12.737491753
timely_rebalanced,200000,4,2000,4,2,12.383883722
timely_rebalanced,200000,4,2000,4,3,11.923719103
timely_rebalanced,200000,4,2000,4,4,12.026890557
timely_rebalanced,200000,4,2000,4,5,12.346952909
timely_rebalanced,200000,4,2000,4,6,12.4462969
timely_rebalanced,200000,4,2000,4,7,12.404628632
timely_rebalanced,200000,7,2000,7,1,14.629095232
timely_rebalanced,200000,7,2000,7,2,13.63267486
timely_rebalanced,200000,7,2000,7,3,13.831921129
timely_rebalanced,200000,7,2000,7,4,13.754860339
timely_rebalanced,200000,7,2000,7,5,13.704324297
timely_rebalanced,200000,7,2000,7,6,13.848483633
timely_rebalanced,200000,7,2000,7,7,14.076935422
timely_rebalanced,200000,8,2000,8,1,7.508749217
timely_rebalanced,200000,8,2000,8,2,6.83364965
timely_rebalanced,200000,8,2000,8,3,6.871480491
timely_rebalanced,200000,8,2000,8,4,6.799437652
timely_rebalanced,200000,8,2000,8,5,6.857201517
timely_rebalanced,200000,8,2000,8,6,6.908558745
timely_rebalanced,200000,8,2000,8,7,6.950756389
timely_rebalanced,200000,13,2000,13,1,4.9603120910000005
timely_rebalanced,200000,13,2000,13,2,4.497730704
timely_rebalanced,200000,13,2000,13,3,4.56235952
timely_rebalanced,200000,13,2000,13,4,4.723237265
timely_rebalanced,200000,13,2000,13,5,4.463358231
timely_rebalanced,200000,13,2000,13,6,4.530426927
timely_rebalanced,200000,13,2000,13,7,4.48569908
timely_rebalanced,200000,16,2000,16,1,6.519135528
timely_rebalanced,200000,16,2000,16,2,4.685868303
timely_rebalanced,200000,16,2000,16,3,5.014508656
timely_rebalanced,200000,16,2000,16,4,4.703702822
timely_rebalanced,200000,16,2000,16,5,4.715786331
timely_rebalanced,200000,16,2000,16,6,4.699595082
timely_rebalanced,200000,16,2000,16,7,4.732828061
timely_rebalanced,200000,19,2000,19,1,4.71407189
timely_rebalanced,200000,19,2000,19,2,4.014962183
timely_rebalanced,200000,19,2000,19,3,4.040885427
timely_rebalanced,200000,19,2000,19,4,4.024689086
timely_rebalanced,200000,19,2000,19,5,3.386390074
timely_rebalanced,200000,19,2000,19,6,3.385541651
timely_rebalanced,200000,19,2000,19,7,3.41496704
timely_rebalanced,200000,23,2000,23,1,5.433713669
timely_rebalanced,200000,23,2000,23,2,5.032219586
timely_rebalanced,200000,23,2000,23,3,5.034218969
timely_rebalanced,200000,23,2000,23,4,5.051548626
timely_rebalanced,200000,23,2000,23,5,5.066529803
timely_rebalanced,200000,23,2000,23,6,5.033283306
timely_rebalanced,200000,23,2000,23,7,5.033701124
timely_rebalanced,200000,24,2000,24,1,5.961831267
timely_rebalanced,200000,24,2000,24,2,5.489654713
timely_rebalanced,200000,24,2000,24,3,5.5046077
timely_rebalanced,200000,24,2000,24,4,5.481435305
timely_rebalanced,200000,24,2000,24,5,5.497848671
timely_rebalanced,200000,24,2000,24,6,5.485064053
timely_rebalanced,200000,24,2000,24,7,5.477282747
timely_rebalanced,200000,32,2000,32,1,3.661221302
timely_rebalanced,200000,32,2000,32,2,3.115962867
timely_rebalanced,200000,32,2000,32,3,3.141865198
timely_rebalanced,200000,32,2000,32,4,3.121966523
timely_rebalanced,200000,32,2000,32,5,3.29326301
timely_rebalanced,200000,32,2000,32,6,3.141127713
timely_rebalanced,200000,32,2000,32,7,3.263879828
timely_rebalanced,200000,48,2000,48,1,5.725456483
timely_rebalanced,200000,48,2000,48,2,5.483492712
timely_rebalanced,200000,48,2000,48,3,5.556721799
timely_rebalanced,200000,48,2000,48,4,5.581898773
timely_rebalanced,200000,48,2000,48,5,5.565975803
timely_rebalanced,200000,48,2000,48,6,5.6232206300000005
timely_rebalanced,200000,48,2000,48,7,5.435334965
timely_rebalanced,300000,2,3000,2,1,51.574240927
timely_rebalanced,300000,2,3000,2,2,50.871725571
timely_rebalanced,300000,2,3000,2,3,49.823801483
timely_rebalanced,300000,2,3000,2,4,53.895162748
timely_rebalanced,300000,2,3000,2,5,51.412909192
timely_rebalanced,300000,2,3000,2,6,51.990954171
timely_rebalanced,300000,2,3000,2,7,53.029166102
timely_rebalanced,300000,3,3000,3,1,35.082941078
timely_rebalanced,300000,3,3000,3,2,33.884611165
timely_rebalanced,300000,3,3000,3,3,34.27133841
timely_rebalanced,300000,3,3000,3,4,33.601835751
timely_rebalanced,300000,3,3000,3,5,34.087124058
