variant,N,P,rep,seconds,rc
parpseq,200,2,1,5.4061608e-2,0
parpseq,200,2,2,3.7157438e-2,0
parpseq,200,2,3,4.7318265e-2,0
parpseq,200,2,4,4.2648303e-2,0
parpseq,200,2,5,4.9275734e-2,0
parpseq,200,2,6,4.7986017e-2,0
parpseq,200,2,7,3.8864826e-2,0
parpseq,200,2,8,4.6059841e-2,0
parpseq,200,2,9,5.1791696e-2,0
parpseq,200,2,10,5.0182471e-2,0
parpseq,200,4,1,2.389206e-2,0
parpseq,200,4,2,2.1506917e-2,0
parpseq,200,4,3,2.0532987e-2,0
parpseq,200,4,4,2.1187713e-2,0
parpseq,200,4,5,2.1215057e-2,0
parpseq,200,4,6,1.6807942e-2,0
parpseq,200,4,7,2.2791266e-2,0
parpseq,200,4,8,2.4395535e-2,0
parpseq,200,4,9,1.9312761e-2,0
parpseq,200,4,10,2.7326128e-2,0
parpseq,200,8,1,1.6818952e-2,0
parpseq,200,8,2,1.4728116e-2,0
parpseq,200,8,3,1.5439819e-2,0
parpseq,200,8,4,1.5443551e-2,0
parpseq,200,8,5,2.1280933e-2,0
parpseq,200,8,6,1.9272246e-2,0
parpseq,200,8,7,1.5862019e-2,0
parpseq,200,8,8,1.6123111e-2,0
parpseq,200,8,9,1.9931822e-2,0
parpseq,200,8,10,1.7799501e-2,0
parpseq,250,1,1,9.2604861e-2,0
parpseq,250,1,2,0.112852712,0
parpseq,250,1,3,0.109505809,0
parpseq,250,1,4,0.102895601,0
parpseq,250,1,5,9.4864972e-2,0
parpseq,250,1,6,9.8294535e-2,0
parpseq,250,1,7,0.103757089,0
parpseq,250,1,8,9.4449541e-2,0
parpseq,250,1,9,0.101020655,0
parpseq,250,1,10,9.8306204e-2,0
parpseq,250,2,1,8.6981234e-2,0
parpseq,250,2,2,8.7547735e-2,0
parpseq,250,2,3,9.4779772e-2,0
parpseq,250,2,4,8.697464e-2,0
parpseq,250,2,5,7.0088568e-2,0
parpseq,250,2,6,8.9950117e-2,0
parpseq,250,2,7,8.2381641e-2,0
parpseq,250,2,8,6.7567471e-2,0
parpseq,250,2,9,8.226363e-2,0
parpseq,250,2,10,6.8937044e-2,0
parpseq,250,4,1,4.3097707e-2,0
parpseq,250,4,2,3.7771722e-2,0
parpseq,250,4,3,4.0165807e-2,0
parpseq,250,4,4,3.8539445e-2,0
parpseq,250,4,5,3.9869379e-2,0
parpseq,250,4,6,4.1313662e-2,0
parpseq,250,4,7,3.4776083e-2,0
parpseq,250,4,8,4.014642e-2,0
parpseq,250,4,9,4.6118883e-2,0
parpseq,250,4,10,4.3267397e-2,0
parpseq,250,8,1,3.0786404e-2,0
parpseq,250,8,2,2.9025008e-2,0
parpseq,250,8,3,3.4096754e-2,0
parpseq,250,8,4,3.1865286e-2,0
parpseq,250,8,5,3.1141776e-2,0
parpseq,250,8,6,2.9126964e-2,0
parpseq,250,8,7,3.1270188e-2,0
