variant,N,cutoff,P,rep,seconds,checksum,expected
parpseq,3000000,512,24,4,0.370041071,3299331579,3299331579
parpseq,3000000,512,24,5,0.364356744,3299331579,3299331579
parpseq,3000000,512,24,6,0.37049305,3299331579,3299331579
parpseq,3000000,512,24,7,0.619627479,3299331579,3299331579
sucuri,3000000,512,24,1,0.22975269705057144,3299331579,3299331579
sucuri,3000000,512,24,2,0.22550370544195175,3299331579,3299331579
sucuri,3000000,512,24,3,0.26658031716942787,3299331579,3299331579
sucuri,3000000,512,24,4,0.23144827410578728,3299331579,3299331579
sucuri,3000000,512,24,5,0.25993262976408005,3299331579,3299331579
sucuri,3000000,512,24,6,0.22349859401583672,3299331579,3299331579
sucuri,3000000,512,24,7,0.2653770111501217,3299331579,3299331579
ribault_c,3000000,512,32,1,0.163870444,3299331579,3299331579
ribault_c,3000000,512,32,2,0.133475757,3299331579,3299331579
ribault_c,3000000,512,32,3,0.098225275,3299331579,3299331579
ribault_c,3000000,512,32,4,0.109880699,3299331579,3299331579
ribault_c,3000000,512,32,5,0.102624083,3299331579,3299331579
ribault_c,3000000,512,32,6,0.105761237,3299331579,3299331579
ribault_c,3000000,512,32,7,0.103866979,3299331579,3299331579
ribault_rust,3000000,512,32,1,0.107472960,3299331579,3299331579
ribault_rust,3000000,512,32,2,0.098272148,3299331579,3299331579
ribault_rust,3000000,512,32,3,0.094486001,3299331579,3299331579
ribault_rust,3000000,512,32,4,0.098941433,3299331579,3299331579
ribault_rust,3000000,512,32,5,0.107582002,3299331579,3299331579
ribault_rust,3000000,512,32,6,0.098045193,3299331579,3299331579
ribault_rust,3000000,512,32,7,0.091488545,3299331579,3299331579
ribault_hs,3000000,512,32,1,0.129884094,3299331579,3299331579
ribault_hs,3000000,512,32,2,0.121801710,3299331579,3299331579
ribault_hs,3000000,512,32,3,0.124993603,3299331579,3299331579
ribault_hs,3000000,512,32,4,0.122211916,3299331579,3299331579
ribault_hs,3000000,512,32,5,0.121795917,3299331579,3299331579
ribault_hs,3000000,512,32,6,0.118817840,3299331579,3299331579
ribault_hs,3000000,512,32,7,0.127570168,3299331579,3299331579
strategies,3000000,512,32,1,0.212518124,3299331579,3299331579
strategies,3000000,512,32,2,0.25307976,3299331579,3299331579
strategies,3000000,512,32,3,0.270916167,3299331579,3299331579
strategies,3000000,512,32,4,0.173432808,3299331579,3299331579
strategies,3000000,512,32,5,0.189186083,3299331579,3299331579
strategies,3000000,512,32,6,0.254953874,3299331579,3299331579
strategies,3000000,512,32,7,0.244391847,3299331579,3299331579
parpseq,3000000,512,32,1,0.610735166,3299331579,3299331579
parpseq,3000000,512,32,2,0.61304199,3299331579,3299331579
parpseq,3000000,512,32,3,0.614836383,3299331579,3299331579
parpseq,3000000,512,32,4,0.48272341,3299331579,3299331579
parpseq,3000000,512,32,5,0.610469571,3299331579,3299331579
parpseq,3000000,512,32,6,0.613538446,3299331579,3299331579
parpseq,3000000,512,32,7,0.381391713,3299331579,3299331579
sucuri,3000000,512,32,1,0.26042086631059647,3299331579,3299331579
sucuri,3000000,512,32,2,0.2616291642189026,3299331579,3299331579
sucuri,3000000,512,32,3,0.270027045160532,3299331579,3299331579
sucuri,3000000,512,32,4,0.25849199295043945,3299331579,3299331579
sucuri,3000000,512,32,5,0.25969386100769043,3299331579,3299331579
sucuri,3000000,512,32,6,0.2684362530708313,3299331579,3299331579
sucuri,3000000,512,32,7,0.2637801058590412,3299331579,3299331579
ribault_c,3000000,512,48,1,0.374484690,3299331579,3299331579
ribault_c,3000000,512,48,2,0.184166588,3299331579,3299331579
ribault_c,3000000,512,48,3,0.312696455,3299331579,3299331579
ribault_c,3000000,512,48,4,0.409869365,3299331579,3299331579
ribault_c,3000000,512,48,5,0.520771271,3299331579,3299331579
ribault_c,3000000,512,48,6,0.201693573,,3299331579
ribault_c,3000000,512,48,7,0.422170749,3299331579,3299331579
ribault_rust,3000000,512,48,1,0.311165763,3299331579,3299331579
ribault_rust,3000000,512,48,2,0.324375210,3299331579,3299331579
ribault_rust,3000000,512,48,3,0.144519830,3299331579,3299331579
ribault_rust,3000000,512,48,4,0.215594790,3299331579,3299331579
ribault_rust,3000000,512,48,5,0.122419208,3299331579,3299331579
ribault_rust,3000000,512,48,6,0.351952559,3299331579,3299331579
ribault_rust,3000000,512,48,7,0.184104947,3299331579,3299331579
ribault_hs,3000000,512,48,1,0.128583022,3299331579,3299331579
ribault_hs,3000000,512,48,2,0.135590335,3299331579,3299331579
ribault_hs,3000000,512,48,3,0.145270685,3299331579,3299331579
ribault_hs,3000000,512,48,4,0.157569138,3299331579,3299331579
ribault_hs,3000000,512,48,5,0.190626068,3299331579,3299331579
ribault_hs,3000000,512,48,6,0.184455552,3299331579,3299331579
ribault_hs,3000000,512,48,7,0.157401295,3299331579,3299331579
strategies,3000000,512,48,1,0.184162613,3299331579,3299331579
strategies,3000000,512,48,2,0.250522031,3299331579,3299331579
strategies,3000000,512,48,3,0.235855928,3299331579,3299331579
strategies,3000000,512,48,4,0.171988775,3299331579,3299331579
strategies,3000000,512,48,5,0.178086139,3299331579,3299331579
strategies,3000000,512,48,6,0.246273666,3299331579,3299331579
strategies,3000000,512,48,7,0.15849446,3299331579,3299331579
parpseq,3000000,512,48,1,0.614556203,3299331579,3299331579
parpseq,3000000,512,48,2,0.362091221,3299331579,3299331579
parpseq,3000000,512,48,3,0.611132908,3299331579,3299331579
parpseq,3000000,512,48,4,0.610722529,3299331579,3299331579
parpseq,3000000,512,48,5,0.615523763,3299331579,3299331579
parpseq,3000000,512,48,6,0.3672484,3299331579,3299331579
parpseq,3000000,512,48,7,0.594088098,3299331579,3299331579
sucuri,3000000,512,48,1,0.27373722568154335,3299331579,3299331579
sucuri,3000000,512,48,2,0.278291542083025,3299331579,3299331579
sucuri,3000000,512,48,3,0.2763043940067291,3299331579,3299331579
sucuri,3000000,512,48,4,0.2711643800139427,3299331579,3299331579
sucuri,3000000,512,48,5,0.23459983989596367,3299331579,3299331579
sucuri,3000000,512,48,6,0.24465825408697128,3299331579,3299331579
sucuri,3000000,512,48,7,0.27085479721426964,3299331579,3299331579
seq_haskell,7500000,512,1,1,2.288963226,1442024102,1442024102
seq_haskell,7500000,512,1,2,1.450131034,1442024102,1442024102
seq_haskell,7500000,512,1,3,1.455216075,1442024102,1442024102
seq_haskell,7500000,512,1,4,1.462250057,1442024102,1442024102
seq_haskell,7500000,512,1,5,1.487453081,1442024102,1442024102
seq_haskell,7500000,512,1,6,1.485636385,1442024102,1442024102
seq_haskell,7500000,512,1,7,1.499939792,1442024102,1442024102
seq_c,7500000,512,1,1,0.742432,1442024102,1442024102
seq_c,7500000,512,1,2,0.746517,1442024102,1442024102
seq_c,7500000,512,1,3,0.751988,1442024102,1442024102
seq_c,7500000,512,1,4,0.756341,1442024102,1442024102
seq_c,7500000,512,1,5,0.756088,1442024102,1442024102
seq_c,7500000,512,1,6,0.742181,1442024102,1442024102
seq_c,7500000,512,1,7,0.732470,1442024102,1442024102
seq_rust,7500000,512,1,1,0.625195683,1442024102,1442024102
seq_rust,7500000,512,1,2,0.619969259,1442024102,1442024102
seq_rust,7500000,512,1,3,0.614789412,1442024102,1442024102
seq_rust,7500000,512,1,4,0.639088158,1442024102,1442024102
seq_rust,7500000,512,1,5,0.630851377,1442024102,1442024102
seq_rust,7500000,512,1,6,0.617286961,1442024102,1442024102
seq_rust,7500000,512,1,7,0.612226009,1442024102,1442024102
ribault_c,7500000,512,2,1,0.654147900,1442024102,1442024102
ribault_c,7500000,512,2,2,0.647133558,1442024102,1442024102
ribault_c,7500000,512,2,3,0.537755243,1442024102,1442024102
ribault_c,7500000,512,2,4,0.517727176,1442024102,1442024102
ribault_c,7500000,512,2,5,0.516833525,1442024102,1442024102
ribault_c,7500000,512,2,6,0.639982545,1442024102,1442024102
ribault_c,7500000,512,2,7,0.523967973,1442024102,1442024102
ribault_rust,7500000,512,2,1,0.607775084,1442024102,1442024102
ribault_rust,7500000,512,2,2,0.498024331,1442024102,1442024102
ribault_rust,7500000,512,2,3,0.619387574,1442024102,1442024102
ribault_rust,7500000,512,2,4,0.620449800,1442024102,1442024102
ribault_rust,7500000,512,2,5,0.629437007,1442024102,1442024102
ribault_rust,7500000,512,2,6,0.509338278,1442024102,1442024102
ribault_rust,7500000,512,2,7,0.484625470,1442024102,1442024102
ribault_hs,7500000,512,2,1,0.710156809,1442024102,1442024102
ribault_hs,7500000,512,2,2,0.709128696,1442024102,1442024102
ribault_hs,7500000,512,2,3,0.697268656,1442024102,1442024102
ribault_hs,7500000,512,2,4,0.697123390,1442024102,1442024102
ribault_hs,7500000,512,2,5,0.589653081,1442024102,1442024102
ribault_hs,7500000,512,2,6,0.563519672,1442024102,1442024102
ribault_hs,7500000,512,2,7,0.708790237,1442024102,1442024102
strategies,7500000,512,2,1,1.142665668,1442024102,1442024102
strategies,7500000,512,2,2,1.208138906,1442024102,1442024102
strategies,7500000,512,2,3,1.005575299,1442024102,1442024102
strategies,7500000,512,2,4,1.206556417,1442024102,1442024102
strategies,7500000,512,2,5,0.99428303,1442024102,1442024102
strategies,7500000,512,2,6,0.947126196,1442024102,1442024102
strategies,7500000,512,2,7,0.950357947,1442024102,1442024102
parpseq,7500000,512,2,1,1.525974415,1442024102,1442024102
parpseq,7500000,512,2,2,0.956313682,1442024102,1442024102
parpseq,7500000,512,2,3,0.971395108,1442024102,1442024102
parpseq,7500000,512,2,4,0.965229512,1442024102,1442024102
parpseq,7500000,512,2,5,0.988369469,1442024102,1442024102
parpseq,7500000,512,2,6,0.984318759,1442024102,1442024102
parpseq,7500000,512,2,7,0.986928778,1442024102,1442024102
sucuri,7500000,512,2,1,1.3881781548261642,1442024102,1442024102
sucuri,7500000,512,2,2,1.2648401819169521,1442024102,1442024102
sucuri,7500000,512,2,3,1.2782523520290852,1442024102,1442024102
sucuri,7500000,512,2,4,1.213789813220501,1442024102,1442024102
sucuri,7500000,512,2,5,1.2165465503931046,1442024102,1442024102
sucuri,7500000,512,2,6,1.2549382336437702,1442024102,1442024102
sucuri,7500000,512,2,7,1.2876710258424282,1442024102,1442024102
ribault_c,7500000,512,3,1,0.510340879,1442024102,1442024102
ribault_c,7500000,512,3,2,0.468916092,1442024102,1442024102
ribault_c,7500000,512,3,3,0.407178534,1442024102,1442024102
ribault_c,7500000,512,3,4,0.406923757,1442024102,1442024102
ribault_c,7500000,512,3,5,0.481180388,1442024102,1442024102
ribault_c,7500000,512,3,6,0.452098738,1442024102,1442024102
ribault_c,7500000,512,3,7,0.445062107,1442024102,1442024102
ribault_rust,7500000,512,3,1,0.472169730,1442024102,1442024102
ribault_rust,7500000,512,3,2,0.433511132,1442024102,1442024102
ribault_rust,7500000,512,3,3,0.380385275,1442024102,1442024102
ribault_rust,7500000,512,3,4,0.437381381,1442024102,1442024102
ribault_rust,7500000,512,3,5,0.435775494,1442024102,1442024102
ribault_rust,7500000,512,3,6,0.456177962,1442024102,1442024102
ribault_rust,7500000,512,3,7,0.433553297,1442024102,1442024102
ribault_hs,7500000,512,3,1,0.534908043,1442024102,1442024102
ribault_hs,7500000,512,3,2,0.496613682,1442024102,1442024102
ribault_hs,7500000,512,3,3,0.421772395,1442024102,1442024102
ribault_hs,7500000,512,3,4,0.492773575,1442024102,1442024102
ribault_hs,7500000,512,3,5,0.489623532,1442024102,1442024102
ribault_hs,7500000,512,3,6,0.515728038,1442024102,1442024102
ribault_hs,7500000,512,3,7,0.484460711,1442024102,1442024102
strategies,7500000,512,3,1,0.77394806,1442024102,1442024102
strategies,7500000,512,3,2,0.810351899,1442024102,1442024102
strategies,7500000,512,3,3,0.805727888,1442024102,1442024102
strategies,7500000,512,3,4,0.802158234,1442024102,1442024102
strategies,7500000,512,3,5,0.805809761,1442024102,1442024102
strategies,7500000,512,3,6,0.991024251,1442024102,1442024102
strategies,7500000,512,3,7,0.820346509,1442024102,1442024102
parpseq,7500000,512,3,1,1.023474132,1442024102,1442024102
parpseq,7500000,512,3,2,0.991130899,1442024102,1442024102
parpseq,7500000,512,3,3,1.263311658,1442024102,1442024102
parpseq,7500000,512,3,4,0.989113252,1442024102,1442024102
parpseq,7500000,512,3,5,1.654869349,1442024102,1442024102
parpseq,7500000,512,3,6,1.021129004,1442024102,1442024102
parpseq,7500000,512,3,7,1.021392857,1442024102,1442024102
sucuri,7500000,512,3,1,0.9876075237989426,1442024102,1442024102
sucuri,7500000,512,3,2,0.8704466857016087,1442024102,1442024102
sucuri,7500000,512,3,3,0.855504184961319,1442024102,1442024102
sucuri,7500000,512,3,4,0.7404356338083744,1442024102,1442024102
sucuri,7500000,512,3,5,0.7219023331999779,1442024102,1442024102
sucuri,7500000,512,3,6,0.7423964142799377,1442024102,1442024102
sucuri,7500000,512,3,7,0.7365215979516506,1442024102,1442024102
ribault_c,7500000,512,4,1,0.412438395,1442024102,1442024102
ribault_c,7500000,512,4,2,0.377743194,1442024102,1442024102
ribault_c,7500000,512,4,3,0.376642106,1442024102,1442024102
ribault_c,7500000,512,4,4,0.397744183,1442024102,1442024102
ribault_c,7500000,512,4,5,0.388168069,1442024102,1442024102
ribault_c,7500000,512,4,6,0.393238632,1442024102,1442024102
ribault_c,7500000,512,4,7,0.390361311,1442024102,1442024102
ribault_rust,7500000,512,4,1,0.402413927,1442024102,1442024102
ribault_rust,7500000,512,4,2,0.381011465,1442024102,1442024102
ribault_rust,7500000,512,4,3,0.368949613,1442024102,1442024102
ribault_rust,7500000,512,4,4,0.345894620,1442024102,1442024102
ribault_rust,7500000,512,4,5,0.343427053,1442024102,1442024102
ribault_rust,7500000,512,4,6,0.349412305,1442024102,1442024102
ribault_rust,7500000,512,4,7,0.306183476,1442024102,1442024102
ribault_hs,7500000,512,4,1,0.514937446,1442024102,1442024102
ribault_hs,7500000,512,4,2,0.454722660,1442024102,1442024102
ribault_hs,7500000,512,4,3,0.496473882,1442024102,1442024102
ribault_hs,7500000,512,4,4,0.423479244,1442024102,1442024102
ribault_hs,7500000,512,4,5,0.432060065,1442024102,1442024102
ribault_hs,7500000,512,4,6,0.434468829,1442024102,1442024102
ribault_hs,7500000,512,4,7,0.425350833,1442024102,1442024102
strategies,7500000,512,4,1,0.767099767,1442024102,1442024102
strategies,7500000,512,4,2,0.756983432,1442024102,1442024102
strategies,7500000,512,4,3,0.717726949,1442024102,1442024102
strategies,7500000,512,4,4,0.759531086,1442024102,1442024102
strategies,7500000,512,4,5,0.906550316,1442024102,1442024102
strategies,7500000,512,4,6,0.875009785,1442024102,1442024102
strategies,7500000,512,4,7,0.889959973,1442024102,1442024102
parpseq,7500000,512,4,1,1.017316561,1442024102,1442024102
parpseq,7500000,512,4,2,1.025428442,1442024102,1442024102
parpseq,7500000,512,4,3,1.036963408,1442024102,1442024102
parpseq,7500000,512,4,4,1.041649483,1442024102,1442024102
parpseq,7500000,512,4,5,1.014729778,1442024102,1442024102
parpseq,7500000,512,4,6,0.991884921,1442024102,1442024102
parpseq,7500000,512,4,7,1.442942952,1442024102,1442024102
sucuri,7500000,512,4,1,0.7327689900994301,1442024102,1442024102
sucuri,7500000,512,4,2,0.6989524587988853,1442024102,1442024102
sucuri,7500000,512,4,3,0.667379904538393,1442024102,1442024102
sucuri,7500000,512,4,4,0.6282922178506851,1442024102,1442024102
sucuri,7500000,512,4,5,0.6522081345319748,1442024102,1442024102
sucuri,7500000,512,4,6,0.6127068437635899,1442024102,1442024102
sucuri,7500000,512,4,7,0.6121374443173409,1442024102,1442024102
ribault_c,7500000,512,7,1,0.329006955,1442024102,1442024102
ribault_c,7500000,512,7,2,0.293951712,1442024102,1442024102
ribault_c,7500000,512,7,3,0.290795580,1442024102,1442024102
ribault_c,7500000,512,7,4,0.297808427,1442024102,1442024102
ribault_c,7500000,512,7,5,0.281875710,1442024102,1442024102
ribault_c,7500000,512,7,6,0.294734688,1442024102,1442024102
ribault_c,7500000,512,7,7,0.303231578,1442024102,1442024102
ribault_rust,7500000,512,7,1,0.289200805,1442024102,1442024102
ribault_rust,7500000,512,7,2,0.282455654,1442024102,1442024102
ribault_rust,7500000,512,7,3,0.271404596,1442024102,1442024102
ribault_rust,7500000,512,7,4,0.267161329,1442024102,1442024102
ribault_rust,7500000,512,7,5,0.273408231,1442024102,1442024102
ribault_rust,7500000,512,7,6,0.262995283,1442024102,1442024102
ribault_rust,7500000,512,7,7,0.258563618,1442024102,1442024102
ribault_hs,7500000,512,7,1,0.348658285,1442024102,1442024102
ribault_hs,7500000,512,7,2,0.353044683,1442024102,1442024102
ribault_hs,7500000,512,7,3,0.335626789,1442024102,1442024102
ribault_hs,7500000,512,7,4,0.346185062,1442024102,1442024102
ribault_hs,7500000,512,7,5,0.329151877,1442024102,1442024102
ribault_hs,7500000,512,7,6,0.347768026,1442024102,1442024102
ribault_hs,7500000,512,7,7,0.315817163,1442024102,1442024102
strategies,7500000,512,7,1,0.649946164,1442024102,1442024102
strategies,7500000,512,7,2,0.653187775,1442024102,1442024102
strategies,7500000,512,7,3,0.887263844,1442024102,1442024102
strategies,7500000,512,7,4,0.721777332,1442024102,1442024102
strategies,7500000,512,7,5,0.878372005,1442024102,1442024102
strategies,7500000,512,7,6,0.876751929,1442024102,1442024102
strategies,7500000,512,7,7,0.643493172,1442024102,1442024102
parpseq,7500000,512,7,1,1.648976396,1442024102,1442024102
parpseq,7500000,512,7,2,1.657864796,1442024102,1442024102
parpseq,7500000,512,7,3,1.450719823,1442024102,1442024102
parpseq,7500000,512,7,4,1.518185382,1442024102,1442024102
parpseq,7500000,512,7,5,1.019923268,1442024102,1442024102
parpseq,7500000,512,7,6,1.002696706,1442024102,1442024102
parpseq,7500000,512,7,7,1.422564001,1442024102,1442024102
sucuri,7500000,512,7,1,0.5739270113408566,1442024102,1442024102
sucuri,7500000,512,7,2,0.5152954943478107,1442024102,1442024102
sucuri,7500000,512,7,3,0.448129378259182,1442024102,1442024102
sucuri,7500000,512,7,4,0.5206558033823967,1442024102,1442024102
sucuri,7500000,512,7,5,0.5688631720840931,1442024102,1442024102
sucuri,7500000,512,7,6,0.5320270918309689,1442024102,1442024102
sucuri,7500000,512,7,7,0.5294603407382965,1442024102,1442024102
ribault_c,7500000,512,8,1,0.339817117,1442024102,1442024102
ribault_c,7500000,512,8,2,0.288344412,1442024102,1442024102
ribault_c,7500000,512,8,3,0.285579935,1442024102,1442024102
ribault_c,7500000,512,8,4,0.270086775,1442024102,1442024102
ribault_c,7500000,512,8,5,0.261121329,1442024102,1442024102
ribault_c,7500000,512,8,6,0.273183010,1442024102,1442024102
ribault_c,7500000,512,8,7,0.273235267,1442024102,1442024102
ribault_rust,7500000,512,8,1,0.280563349,1442024102,1442024102
ribault_rust,7500000,512,8,2,0.271930440,1442024102,1442024102
ribault_rust,7500000,512,8,3,0.273991833,1442024102,1442024102
ribault_rust,7500000,512,8,4,0.259101679,1442024102,1442024102
ribault_rust,7500000,512,8,5,0.251248993,1442024102,1442024102
ribault_rust,7500000,512,8,6,0.239899602,1442024102,1442024102
ribault_rust,7500000,512,8,7,0.250451303,1442024102,1442024102
ribault_hs,7500000,512,8,1,0.346698311,1442024102,1442024102
ribault_hs,7500000,512,8,2,0.339941144,1442024102,1442024102
ribault_hs,7500000,512,8,3,0.331089442,1442024102,1442024102
ribault_hs,7500000,512,8,4,0.322778135,1442024102,1442024102
ribault_hs,7500000,512,8,5,0.356187438,1442024102,1442024102
ribault_hs,7500000,512,8,6,0.302331681,1442024102,1442024102
ribault_hs,7500000,512,8,7,0.297192531,1442024102,1442024102
strategies,7500000,512,8,1,0.622389868,1442024102,1442024102
strategies,7500000,512,8,2,0.624139747,1442024102,1442024102
strategies,7500000,512,8,3,0.816082765,1442024102,1442024102
strategies,7500000,512,8,4,0.711155724,1442024102,1442024102
strategies,7500000,512,8,5,0.634089962,1442024102,1442024102
strategies,7500000,512,8,6,0.627364985,1442024102,1442024102
strategies,7500000,512,8,7,0.696676002,1442024102,1442024102
parpseq,7500000,512,8,1,1.00173624,1442024102,1442024102
parpseq,7500000,512,8,2,1.648959252,1442024102,1442024102
parpseq,7500000,512,8,3,0.992320937,1442024102,1442024102
parpseq,7500000,512,8,4,0.971369541,1442024102,1442024102
parpseq,7500000,512,8,5,0.993346988,1442024102,1442024102
parpseq,7500000,512,8,6,1.301742691,1442024102,1442024102
parpseq,7500000,512,8,7,1.178435864,1442024102,1442024102
sucuri,7500000,512,8,1,0.5679722800850868,1442024102,1442024102
sucuri,7500000,512,8,2,0.4992424286901951,1442024102,1442024102
sucuri,7500000,512,8,3,0.5352304130792618,1442024102,1442024102
sucuri,7500000,512,8,4,0.5692274607717991,1442024102,1442024102
sucuri,7500000,512,8,5,0.5497036688029766,1442024102,1442024102
sucuri,7500000,512,8,6,0.5285567678511143,1442024102,1442024102
sucuri,7500000,512,8,7,0.5529516413807869,1442024102,1442024102
ribault_c,7500000,512,13,1,0.264878948,1442024102,1442024102
ribault_c,7500000,512,13,2,0.252882821,1442024102,1442024102
ribault_c,7500000,512,13,3,0.238367259,1442024102,1442024102
ribault_c,7500000,512,13,4,0.252394376,1442024102,1442024102
ribault_c,7500000,512,13,5,0.244216339,1442024102,1442024102
ribault_c,7500000,512,13,6,0.249752673,1442024102,1442024102
ribault_c,7500000,512,13,7,0.245060058,1442024102,1442024102
ribault_rust,7500000,512,13,1,0.226613185,1442024102,1442024102
ribault_rust,7500000,512,13,2,0.214360821,1442024102,1442024102
ribault_rust,7500000,512,13,3,0.226988710,1442024102,1442024102
ribault_rust,7500000,512,13,4,0.230652679,1442024102,1442024102
ribault_rust,7500000,512,13,5,0.225055086,1442024102,1442024102
ribault_rust,7500000,512,13,6,0.225778428,1442024102,1442024102
ribault_rust,7500000,512,13,7,0.217347736,1442024102,1442024102
ribault_hs,7500000,512,13,1,0.279427017,1442024102,1442024102
ribault_hs,7500000,512,13,2,0.296941311,1442024102,1442024102
ribault_hs,7500000,512,13,3,0.272511943,1442024102,1442024102
ribault_hs,7500000,512,13,4,0.273234274,1442024102,1442024102
ribault_hs,7500000,512,13,5,0.265576467,1442024102,1442024102
ribault_hs,7500000,512,13,6,0.266592284,1442024102,1442024102
ribault_hs,7500000,512,13,7,0.269051554,1442024102,1442024102
strategies,7500000,512,13,1,0.603618134,1442024102,1442024102
strategies,7500000,512,13,2,0.864425752,1442024102,1442024102
strategies,7500000,512,13,3,0.858451268,1442024102,1442024102
strategies,7500000,512,13,4,0.85921792,1442024102,1442024102
strategies,7500000,512,13,5,0.794422929,1442024102,1442024102
strategies,7500000,512,13,6,0.807461521,1442024102,1442024102
strategies,7500000,512,13,7,0.807513983,1442024102,1442024102
parpseq,7500000,512,13,1,1.654390099,1442024102,1442024102
parpseq,7500000,512,13,2,1.437657154,1442024102,1442024102
parpseq,7500000,512,13,3,1.310041322,1442024102,1442024102
parpseq,7500000,512,13,4,1.156098785,1442024102,1442024102
parpseq,7500000,512,13,5,1.010254145,1442024102,1442024102
parpseq,7500000,512,13,6,1.19331121,1442024102,1442024102
parpseq,7500000,512,13,7,1.15786212,1442024102,1442024102
sucuri,7500000,512,13,1,0.5462125688791275,1442024102,1442024102
sucuri,7500000,512,13,2,0.5506033860146999,1442024102,1442024102
sucuri,7500000,512,13,3,0.46774524450302124,1442024102,1442024102
sucuri,7500000,512,13,4,0.5675021298229694,1442024102,1442024102
sucuri,7500000,512,13,5,0.4873236007988453,1442024102,1442024102
sucuri,7500000,512,13,6,0.551894772797823,1442024102,1442024102
sucuri,7500000,512,13,7,0.553044755011797,1442024102,1442024102
ribault_c,7500000,512,16,1,0.239300298,1442024102,1442024102
ribault_c,7500000,512,16,2,0.232931044,1442024102,1442024102
ribault_c,7500000,512,16,3,0.235114581,1442024102,1442024102
ribault_c,7500000,512,16,4,0.230822078,1442024102,1442024102
ribault_c,7500000,512,16,5,0.234574756,1442024102,1442024102
ribault_c,7500000,512,16,6,0.215939758,1442024102,1442024102
ribault_c,7500000,512,16,7,0.236279964,1442024102,1442024102
ribault_rust,7500000,512,16,1,0.211229295,1442024102,1442024102
ribault_rust,7500000,512,16,2,0.209225287,1442024102,1442024102
ribault_rust,7500000,512,16,3,0.206759599,1442024102,1442024102
ribault_rust,7500000,512,16,4,0.210447135,1442024102,1442024102
ribault_rust,7500000,512,16,5,0.193213399,1442024102,1442024102
ribault_rust,7500000,512,16,6,0.210343873,1442024102,1442024102
ribault_rust,7500000,512,16,7,0.191840292,1442024102,1442024102
ribault_hs,7500000,512,16,1,0.283021718,1442024102,1442024102
ribault_hs,7500000,512,16,2,0.287174375,1442024102,1442024102
ribault_hs,7500000,512,16,3,0.268598904,1442024102,1442024102
ribault_hs,7500000,512,16,4,0.291986001,1442024102,1442024102
ribault_hs,7500000,512,16,5,0.269914448,1442024102,1442024102
ribault_hs,7500000,512,16,6,0.274510889,1442024102,1442024102
ribault_hs,7500000,512,16,7,0.282681939,1442024102,1442024102
strategies,7500000,512,16,1,0.663891693,1442024102,1442024102
strategies,7500000,512,16,2,0.783993647,1442024102,1442024102
strategies,7500000,512,16,3,0.771910746,1442024102,1442024102
strategies,7500000,512,16,4,0.652567904,1442024102,1442024102
strategies,7500000,512,16,5,0.844376448,1442024102,1442024102
strategies,7500000,512,16,6,0.664904031,1442024102,1442024102
strategies,7500000,512,16,7,0.847903287,1442024102,1442024102
parpseq,7500000,512,16,1,1.650348487,1442024102,1442024102
parpseq,7500000,512,16,2,0.980920871,1442024102,1442024102
parpseq,7500000,512,16,3,1.650281293,1442024102,1442024102
parpseq,7500000,512,16,4,0.979192665,1442024102,1442024102
parpseq,7500000,512,16,5,1.160431171,1442024102,1442024102
parpseq,7500000,512,16,6,1.083965934,1442024102,1442024102
parpseq,7500000,512,16,7,1.227630234,1442024102,1442024102
sucuri,7500000,512,16,1,0.5615629963576794,1442024102,1442024102
sucuri,7500000,512,16,2,0.5497176833450794,1442024102,1442024102
sucuri,7500000,512,16,3,0.5677443519234657,1442024102,1442024102
sucuri,7500000,512,16,4,0.5584452450275421,1442024102,1442024102
sucuri,7500000,512,16,5,0.49304116889834404,1442024102,1442024102
sucuri,7500000,512,16,6,0.48411184921860695,1442024102,1442024102
sucuri,7500000,512,16,7,0.569941658526659,1442024102,1442024102
ribault_c,7500000,512,19,1,0.224796674,1442024102,1442024102
ribault_c,7500000,512,19,2,0.205967014,1442024102,1442024102
ribault_c,7500000,512,19,3,0.212137815,1442024102,1442024102
ribault_c,7500000,512,19,4,0.206300428,1442024102,1442024102
ribault_c,7500000,512,19,5,0.211313135,1442024102,1442024102
ribault_c,7500000,512,19,6,0.202790795,1442024102,1442024102
ribault_c,7500000,512,19,7,0.194452015,1442024102,1442024102
ribault_rust,7500000,512,19,1,0.201895923,1442024102,1442024102
ribault_rust,7500000,512,19,2,0.201323590,1442024102,1442024102
ribault_rust,7500000,512,19,3,0.196953966,1442024102,1442024102
ribault_rust,7500000,512,19,4,0.199040663,1442024102,1442024102
ribault_rust,7500000,512,19,5,0.192452113,1442024102,1442024102
ribault_rust,7500000,512,19,6,0.193883178,1442024102,1442024102
ribault_rust,7500000,512,19,7,0.185634042,1442024102,1442024102
ribault_hs,7500000,512,19,1,0.266064067,1442024102,1442024102
ribault_hs,7500000,512,19,2,0.259545972,1442024102,1442024102
ribault_hs,7500000,512,19,3,0.268282014,1442024102,1442024102
ribault_hs,7500000,512,19,4,0.272113918,1442024102,1442024102
ribault_hs,7500000,512,19,5,0.252905866,1442024102,1442024102
ribault_hs,7500000,512,19,6,0.265318807,1442024102,1442024102
ribault_hs,7500000,512,19,7,0.244677729,1442024102,1442024102
strategies,7500000,512,19,1,0.673031585,1442024102,1442024102
strategies,7500000,512,19,2,0.844978917,1442024102,1442024102
strategies,7500000,512,19,3,0.585919244,1442024102,1442024102
